Seeded Runs:
Run 1/10
   	      	                       fitness                       	                          size                         
   	      	-----------------------------------------------------	-------------------------------------------------------
gen	nevals	avg    	gen	max  	med    	min    	nevals	std  	avg    	gen	max 	med  	min	nevals	std    
102	672   	1812.72	102	35387.1	1330.97	1326.81	672   	2644.08	2115.24	102	2561	2138.5	1057	672   	164.555
103	672   	1620.71	103	15474  	1330.67	1326.8 	672   	1467.06	2122.21	103	2457	2140.5	1205	672   	142.78 
104	667   	1618.78	104	18256.2	1329.73	1325.98	667   	1575.64	2130.09	104	2481	2141  	1265	667   	139.072
105	675   	1683.16	105	37155.4	1328.55	1325.98	675   	2102.19	2129.5 	105	2550	2137  	1279	675   	144.323
106	676   	1849.58	106	58108.3	1328.45	1323.6 	676   	2848.33	2123.83	106	2748	2128  	190 	676   	176.051
107	679   	1663.29	107	29854.1	1328.29	1322.72	679   	1957.91	2130.41	107	2672	2133  	1276	679   	177.131
108	680   	1671.44	108	20268.2	1327.83	1322.72	680   	1831.64	2128.54	108	2600	2131  	1278	680   	183.745
109	684   	1714.4 	109	25178.1	1327.25	1322.44	684   	1870.24	2117.95	109	2579	2124  	1313	684   	192.441
110	676   	1759.84	110	16082.2	1327.03	1310.54	676   	1833.57	2106.19	110	2597	2120  	1010	676   	201.755
Run 3/10
   	      	                        fitness                        	                          size                         
   	      	-------------------------------------------------------	-------------------------------------------------------
gen	nevals	avg    	gen	max  	med    	min    	nevals	std    	avg   	gen	max 	med  	min	nevals	std    
0  	690   	50952.2	0  	93151	50905.2	2149.49	690   	14486.7	210.92	0  	1322	138.5	21 	690   	190.341
1  	674   	43162.5	1  	89112.2	44085.9	2149.47	674   	13465.5	233.139	1  	1323	152  	16 	674   	208.138
2  	668   	36065.7	2  	69076.7	37801.6	2137.41	668   	13396.5	267.209	2  	1337	186.5	14 	668   	235.9  
3  	672   	29932.6	3  	59808.3	32200.3	2137.41	672   	13316  	299.646	3  	1457	201  	8  	672   	273.045
4  	680   	23336.9	4  	56946.2	27269.8	2137.41	680   	14022.8	377.264	4  	1526	254.5	16 	680   	333.898
5  	677   	15817.7	5  	50971.1	14256  	2130.36	677   	13172.9	500.541	5  	1572	415  	18 	677   	376.301
6  	681   	9104.16	6  	44551.4	2900.09	2130.36	681   	10449  	672.021	6  	1611	620.5	41 	681   	376.952
7  	684   	4387.32	7  	50499.7	2317.15	2130.36	684   	5649.83	807.297	7  	1611	868  	46 	684   	336.121
8  	682   	3155   	8  	26238.1	2190.07	2124.74	682   	2848.43	893.701	8  	1721	925.5	121	682   	306.326
9  	674   	2597.83	9  	28182.4	2150.74	2120.74	674   	1787.19	907.037	9  	1721	939  	104	674   	281.14 
10 	679   	2694.32	10 	30403.6	2149.5 	2120.74	679   	2303.94	891.304	10 	1777	923  	108	679   	244.02 
11 	682   	2656.38	11 	33729.8	2149.46	2117.9 	682   	2481.52	874    	11 	1628	923.5	114	682   	219.981
12 	674   	2895.85	12 	73288.4	2146.3 	2116.43	674   	3860.61	861.449	12 	1373	918.5	77 	674   	215.241
13 	667   	2691.71	13 	33778.1	2137.53	2110.34	667   	2501.07	836.323	13 	1384	835.5	104	667   	226.791
14 	682   	2718.77	14 	32065.3	2131.42	2110.34	682   	2637.2 	848.359	14 	1393	877  	56 	682   	234.03 
15 	682   	2613.5 	15 	33654.1	2130.37	2103.19	682   	2696.38	851.119	15 	1518	858.5	183	682   	235.91 
16 	676   	2635.83	16 	50124.7	2130.16	2103.19	676   	2643.43	819.183	16 	1523	784  	54 	676   	242.633
17 	667   	2678.83	17 	58428.4	2124.72	2101.41	667   	3109.89	801.203	17 	1522	748.5	18 	667   	245.31 
18 	682   	2973.76	18 	63632.8	2121.94	2099.73	682   	4201   	780.281	18 	1410	738.5	136	682   	234.345
19 	686   	2722.49	19 	64067.1	2120.74	2099.41	686   	3462.94	773.574	19 	1574	732.5	38 	686   	241.883
20 	682   	2466.17	20 	19705.9	2117.16	2099.36	682   	1681.29	783.209	20 	1462	733  	160	682   	256.949
21 	668   	2670.45	21 	46856.5	2116.44	2098   	668   	2921.29	784.557	21 	1583	737  	23 	668   	258.783
22 	673   	2795.78	22 	37199.1	2116.42	2079.72	673   	3029.9 	765.027	22 	1409	711  	168	673   	258.838
23 	670   	2772.78	23 	37217.1	2115.65	2077.81	670   	2958.06	750.816	23 	1395	708.5	137	670   	243.135
24 	676   	2780.34	24 	37194.3	2106.33	2077.81	676   	2949.7 	731.223	24 	1433	700  	213	676   	222.979
25 	681   	2738.7 	25 	37206.7	2103.86	2077.81	681   	2884.19	714.769	25 	1345	698.5	214	681   	187.263
26 	678   	2643.98	26 	36336.9	2102.75	2075.64	678   	2515.07	700.779	26 	1272	689.5	251	678   	164.559
27 	681   	2553.06	27 	28998.1	2100.24	2049.31	681   	2026.96	681.721	27 	1264	681.5	161	681   	154.422
28 	669   	2787.74	28 	39213.9	2099.75	2049.31	669   	2789.34	660.877	28 	1239	665  	146	669   	154.708
29 	671   	2541.92	29 	33244  	2099.09	2046.96	671   	2080.22	662.494	29 	1239	662  	242	671   	153.866
30 	681   	2725.99	30 	44381.2	2098.75	2046.96	681   	2944.8 	655.336	30 	1216	655.5	223	681   	148.707
31 	679   	2661.43	31 	26086.1	2096.7 	2044.01	679   	2082.82	649.283	31 	1124	641  	222	679   	156.37 
32 	687   	2684.52	32 	27929  	2090.16	2044.01	687   	2423.7 	637.046	32 	1124	627.5	221	687   	153.312
33 	671   	2681   	33 	30512.3	2085.45	2043.62	671   	2333.8 	633.873	33 	1072	624  	202	671   	159.376
34 	680   	2636.09	34 	36315.1	2081.06	2043.21	680   	2271.82	648.019	34 	1132	634.5	106	680   	161.011
35 	674   	2805.96	35 	81038.8	2079.72	2042.71	674   	4140.42	675.426	35 	1216	676.5	141	674   	173.627
36 	668   	2790.54	36 	27921.5	2077.81	2039.87	668   	2821.4 	692.25 	36 	1292	702  	100	668   	180.084
37 	676   	2609.85	37 	37175.2	2075.87	2030.53	676   	2717.34	734.683	37 	1155	763  	26 	676   	181.397
38 	679   	2660.02	38 	33598.1	2054.04	2029.6 	679   	2825.18	782.093	38 	1159	796  	317	679   	159.284
39 	668   	2597.69	39 	35928.2	2047.52	2029.53	668   	2560.52	808.703	39 	1177	826.5	285	668   	156.226
40 	667   	2482.99	40 	37142.7	2045.22	2027.92	667   	2627.3 	837.641	40 	1241	847  	309	667   	144.264
41 	676   	2323.23	41 	26616  	2043.79	2027.53	676   	1510.88	853.863	41 	1314	865.5	343	676   	147.549
42 	671   	2461.49	42 	37137.2	2043.2 	2022.68	671   	2260.25	852.581	42 	1487	854  	349	671   	147.963
43 	670   	2631.51	43 	33039.5	2041.45	2017.76	670   	2638.92	840.701	43 	1320	840  	255	670   	148.646
44 	678   	2526.49	44 	34990.8	2040.23	2014.64	678   	2456.26	827.893	44 	1342	830  	363	678   	156.143
45 	679   	2638.22	45 	67999.6	2036.94	2014.48	679   	3277.88	807.864	45 	1606	817  	83 	679   	174.132
46 	668   	2569.14	46 	36270  	2033.44	2007.25	668   	2717.19	816.171	46 	1628	822  	318	668   	174.335
47 	682   	2545.41	47 	37275.3	2031.21	2007.25	682   	2640.46	808.313	47 	1627	812  	52 	682   	183.284
48 	682   	2754.88	48 	35938.2	2029.94	2007.25	682   	3330.94	799.95 	48 	1302	797  	295	682   	171.328
49 	682   	2582.19	49 	37126.7	2029.38	1997.93	682   	2828.81	787.506	49 	1317	790  	203	682   	174.494
50 	675   	2686.83	50 	63272.1	2028.55	1997.93	675   	3812.18	791.136	50 	1339	800  	16 	675   	187.975
51 	688   	2384.37	51 	18691.3	2027.9 	1997.83	688   	1439.32	800.331	51 	1339	804  	233	688   	184.777
52 	682   	2474.65	52 	21055.6	2025.82	1996.19	682   	1996.37	815.854	52 	1356	822  	306	682   	207.971
53 	687   	2452.1 	53 	36235  	2021.9 	1995.29	687   	2191.37	807.017	53 	1512	824.5	174	687   	226.56 
54 	672   	2531.46	54 	29898.8	2018.03	1989.01	672   	2407.15	806.244	54 	1358	830.5	197	672   	241.002
55 	681   	2389.7 	55 	35255.2	2015.13	1989.01	681   	1937.41	799.27 	55 	1365	834.5	65 	681   	257.682
56 	672   	2569.55	56 	31781  	2014.5 	1988.86	672   	2442.65	765.259	56 	1390	742.5	205	672   	262.146
57 	677   	2658.5 	57 	37107.1	2014.12	1988.57	677   	2719.36	743.589	57 	1405	667.5	169	677   	272.116
58 	681   	2707.31	58 	38692.2	2014   	1988.57	681   	3087.82	706.144	58 	1407	600  	186	681   	266.308
59 	683   	9269.4 	59 	4.64132e+06	2013.54	1985.56	683   	175226 	684.131	59 	1429	588  	216	683   	253.479
60 	677   	2448.13	60 	29993.9    	2003.28	1985.56	677   	1954.1 	643.197	60 	1544	571.5	242	677   	236.23 
61 	679   	2725.1 	61 	50370.4    	2000.93	1985.56	679   	3504.05	597.747	61 	1428	569  	74 	679   	190.431
62 	677   	2742.9 	62 	36265.5    	2000.56	1985.53	677   	2949.16	590.224	62 	1379	576  	203	677   	162.907
63 	680   	2611.19	63 	30981.7    	1997.96	1985.26	680   	2470.66	591.353	63 	1303	581  	191	680   	140.727
64 	679   	2581.65	64 	37090.6    	1996.78	1984.22	679   	2426.81	582.806	64 	1143	580  	245	679   	123.867
65 	677   	2586.09	65 	30801.2    	1996.19	1984.22	677   	2118.88	595.12 	65 	1046	588  	221	677   	121.475
66 	676   	2722.53	66 	36833.7    	1994.08	1983.55	676   	2914.51	605.29 	66 	1117	604  	221	676   	122.004
67 	685   	2677.73	67 	53004.2    	1993.41	1983.55	685   	3085.4 	603.526	67 	978 	606  	94 	685   	119.349
68 	675   	2515.01	68 	26192.1    	1990.92	1983.46	675   	2059.04	615.466	68 	978 	618.5	182	675   	115.185
69 	678   	2706.63	69 	34851.1    	1989.6 	1982.14	678   	2665.6 	616.621	69 	935 	620  	172	678   	114.751
70 	677   	2707.32	70 	62654.8    	1988.96	1979.96	677   	3462.77	623.149	70 	977 	624.5	69 	677   	127.055
71 	676   	2800.09	71 	46391.3    	1988.83	1979.91	676   	3417.85	626.187	71 	1123	629  	182	676   	127.238
72 	667   	2528.88	72 	25172.7    	1988.54	1978.72	667   	2147.67	623.026	72 	1121	625  	18 	667   	133.976
73 	673   	2800.17	73 	48996      	1988.04	1978.72	673   	3591.44	639.243	73 	1152	644  	43 	673   	141.801
74 	680   	2555.34	74 	17475.6    	1986.29	1978.22	680   	1948.64	637.013	74 	1182	637.5	250	680   	148.182
75 	690   	2857.29	75 	37177.9    	1986.28	1978.18	690   	3302.41	644.367	75 	1013	644.5	193	690   	149.564
76 	683   	2625.3 	76 	78283.7    	1985.47	1977.37	683   	3568.82	649.983	76 	1033	650.5	74 	683   	149.956
77 	680   	2614.62	77 	27828.8    	1984.7 	1975.48	680   	2268.06	651.947	77 	1041	652  	198	680   	150.198
78 	676   	2730.16	78 	24943.2    	1984.05	1975.48	676   	2784.93	652.399	78 	1030	640.5	205	676   	147.908
79 	676   	2561.99	79 	37073.3    	1983.8 	1975.48	676   	2699.67	649.25 	79 	1127	629  	217	676   	150.189
80 	675   	2696.61	80 	35070.3    	1983.63	1975.32	675   	2521.85	636.699	80 	1133	616  	135	675   	146.452
81 	678   	2646.12	81 	32015.7    	1983.49	1974.36	678   	2776.16	642.669	81 	1145	615  	161	678   	154.272
82 	679   	2524.01	82 	31948.4    	1983.43	1974.31	679   	2159.13	639.549	82 	1138	615.5	107	679   	151.772
83 	680   	2630.73	83 	64454.7    	1982.77	1970.85	680   	2987.82	630.654	83 	1097	611.5	113	680   	148.557
84 	672   	2784.94	84 	33008.7    	1982.46	1970.85	672   	3006.13	628.941	84 	1158	616.5	114	672   	149.452
85 	681   	2710.29	85 	34697.3    	1982.12	1970.85	681   	3001.13	630.981	85 	1119	619.5	82 	681   	144.069
86 	681   	2523.45	86 	33504      	1981.95	1970.85	681   	2264.85	642.516	86 	1216	621  	249	681   	144.345
87 	672   	2774.85	87 	39829.3    	1981.65	1970.84	672   	3040.31	650.624	87 	1216	631  	34 	672   	150.685
88 	679   	2451.76	88 	33375.6    	1980.18	1969.21	679   	1957.3 	666.959	88 	1170	649  	220	679   	151.429
89 	672   	2619.28	89 	51113.5    	1979.96	1969.21	672   	2836.06	667.044	89 	1170	640  	184	672   	154.492
90 	687   	2847.09	90 	46774.9    	1979.43	1969.21	687   	3656.15	663.203	90 	1239	646.5	109	687   	163.953
91 	682   	2725.3 	91 	30796.5    	1978.93	1966.06	682   	2992.01	669.544	91 	1239	652  	263	682   	166.639
92 	678   	2679.14	92 	36463      	1978.35	1966.06	678   	2853.19	667.706	92 	1179	647  	261	678   	165.106
93 	686   	2669.41	93 	32735.1    	1978.12	1966.01	686   	2828.6 	680.043	93 	1389	657.5	272	686   	173.642
94 	672   	2665.34	94 	51375.4    	1978.41	1966.01	672   	3006.42	682.531	94 	1441	665  	14 	672   	184.588
95 	686   	2669.98	95 	53521.2    	1977.64	1966.01	686   	3128.11	686.321	95 	1361	670  	13 	686   	181.01 
96 	681   	2567.85	96 	33496.2    	1976.98	1959.83	681   	2526.74	688.306	96 	1197	667.5	203	681   	178.493
97 	685   	2602.22	97 	46786.5    	1976.38	1949.64	685   	2679.39	684.879	97 	1354	651  	81 	685   	186.381
98 	684   	2589.71	98 	42785.9    	1976.38	1949.64	684   	2798.64	689.479	98 	1353	655  	173	684   	184.941
99 	672   	2554.08	99 	22067.2    	1975.74	1949.64	672   	2082.71	681.481	99 	1361	649  	130	672   	187.248
100	676   	2736.01	100	36208.1    	1975.89	1949.64	676   	2833.26	670.801	100	1358	634  	156	676   	185.237
101	673   	2711.5 	101	59187.4    	1974.68	1948.85	673   	3176.39	667.063	101	1324	628  	169	673   	179.221
102	675   	2826.96	102	42602      	1974.62	1948.39	675   	3381.84	669.257	102	1274	638  	174	675   	186.58 
103	689   	2626.05	103	37070.5    	1974.47	1948.39	689   	2640.57	675.519	103	1231	648  	95 	689   	177.995
104	670   	2541.5 	104	26549.5    	1973.85	1948.39	670   	2014.93	682.531	104	1232	664.5	190	670   	170.107
105	687   	2522.12	105	31812.3    	1972.6 	1947.8 	687   	2129.72	689.249	105	1221	675  	172	687   	167.615
106	674   	2621.52	106	36213.2    	1970.01	1939.93	674   	2994.38	693.357	106	1244	684  	181	674   	165.964
107	673   	2585.46	107	36212.7    	1969.21	1939.5 	673   	2706.2 	703.42 	107	1256	700  	245	673   	167.287
108	671   	2621.87	108	75160.3    	1967.23	1939.36	671   	3500.52	717.336	108	1252	713.5	36 	671   	154.851
109	670   	2459.92	109	30340.4    	1964.03	1939.17	670   	1996.79	720.277	109	1243	722.5	289	670   	149.208
110	672   	2373.07	110	17285.3    	1958.78	1939.17	672   	1450.98	714.923	110	1178	719.5	146	672   	149.635
Run 4/10
   	      	                        fitness                        	                          size                         
   	      	-------------------------------------------------------	-------------------------------------------------------
gen	nevals	avg    	gen	max  	med    	min    	nevals	std    	avg   	gen	max 	med  	min	nevals	std    
0  	690   	50945.6	0  	93151	50905.2	1499.03	690   	14508.1	210.94	0  	1684	138.5	21 	690   	194.476
1  	667   	43185  	1  	88651.1	44019.1	1499.03	667   	13327.8	239.317	1  	1695	154  	19 	667   	236.488
2  	676   	36097.2	2  	72237.2	37754  	1496.93	676   	12845.3	269.983	2  	1783	167.5	17 	676   	298.232
3  	677   	30406.7	3  	74810.6	33058.2	1496.93	677   	13593.2	325.663	3  	1782	198  	11 	677   	359.309
4  	674   	25119.8	4  	58842.3	28588.7	1496.93	674   	13454.5	401.359	4  	1798	259.5	12 	674   	415.813
5  	680   	18123.3	5  	56926.3	22897.9	1496.93	680   	13290.4	565.406	5  	1848	340.5	8  	680   	523.504
6  	681   	11732.9	6  	50990.5	4143.94	1496.76	681   	11923  	771.534	6  	1943	587  	11 	681   	565.312
7  	676   	5764.78	7  	64036.7	2428.17	1496.48	676   	7763.5 	1073.53	7  	1944	1139.5	12 	676   	545.825
8  	681   	3226.24	8  	37828.7	2043.49	1495.02	681   	3945.83	1300.22	8  	2097	1451.5	60 	681   	455.157
9  	680   	2357.16	9  	36129.2	1508.24	1494.83	680   	2534.85	1478.59	9  	2118	1563.5	201	680   	356.126
10 	675   	2059.58	10 	37720.8	1501.45	1465.55	675   	2554.15	1591.25	10 	2131	1674.5	210	675   	260.306
11 	673   	2031.35	11 	27360  	1499.33	1465.55	673   	2157.39	1639.48	11 	2259	1688.5	318	673   	210.063
12 	678   	1896.75	12 	20002.7	1498.65	1463.85	678   	1730.8 	1671.99	12 	2231	1699  	424	678   	173.244
13 	674   	1841.49	13 	29794.6	1497.78	1443.77	674   	1854.09	1681.46	13 	2277	1702  	723	674   	157.008
14 	674   	1780.47	14 	15626.3	1496.97	1443.77	674   	1275.47	1685.4 	14 	2278	1700.5	567	674   	158.485
15 	672   	1901.45	15 	22315.2	1496.46	1442.64	672   	1964.62	1684.78	15 	2279	1706  	717	672   	173.064
16 	680   	2036.11	16 	50124.7	1495.02	1441.2 	680   	2707.68	1687.17	16 	2291	1706  	54 	680   	192.46 
17 	683   	1989.86	17 	58428.4	1477.95	1441.2 	683   	2970   	1683.21	17 	2408	1700  	18 	683   	184.516
18 	693   	1986.77	18 	37274.2	1469.44	1438.26	693   	2416.05	1678.32	18 	2144	1698.5	728	693   	172.278
19 	669   	1845.85	19 	30081.8	1465.55	1436.31	669   	1959.43	1693.32	19 	2132	1699.5	682	669   	135.405
20 	678   	1843.23	20 	16470.3	1459.28	1436.31	678   	1739.05	1691.66	20 	2119	1692  	1230	678   	115.408
21 	675   	1888.91	21 	46856.5	1446.47	1436.31	675   	2408.25	1686.27	21 	2093	1688  	23  	675   	125.426
22 	685   	1968.91	22 	36393.2	1444.43	1434.87	685   	2614.91	1677.33	22 	2046	1682  	664 	685   	118.088
23 	679   	1738.18	23 	15676  	1443.54	1429.15	679   	1428.31	1677.98	23 	2060	1682  	1078	679   	106.536
24 	686   	1841.87	24 	22471.1	1442.69	1429.15	686   	1866.79	1674.15	24 	2012	1681  	702 	686   	121.785
25 	673   	1901.75	25 	27123.7	1442.15	1428.14	673   	2005.89	1679.34	25 	2045	1684  	775 	673   	122.663
26 	679   	1821.25	26 	17304.2	1440.99	1428.14	679   	1831.83	1690.33	26 	2049	1691  	769 	679   	119.275
27 	673   	1911.72	27 	25930.7	1440.08	1427.04	673   	2223.26	1694.06	27 	2117	1695  	713 	673   	124.119
28 	672   	2202.06	28 	48842.7	1438.53	1426.65	672   	3484.38	1684.61	28 	2115	1692  	56  	672   	157.44 
29 	671   	1825.87	29 	17510  	1436.34	1425.13	671   	1856.15	1698.53	29 	2113	1701.5	1197	671   	116.259
30 	681   	1872.89	30 	29061.8	1435.26	1424.01	681   	2150.1 	1691.82	30 	2081	1709.5	1067	681   	127.979
31 	683   	1748.37	31 	16552.3	1433.49	1423.11	683   	1595.54	1694.22	31 	2029	1714  	1005	683   	131.835
32 	667   	1800.66	32 	20526.5	1430.27	1423.11	667   	1839.32	1704.42	32 	2049	1725  	1033	667   	133.491
33 	664   	1914.08	33 	29348.4	1428.96	1422.03	664   	2464.96	1706.41	33 	2082	1729  	727 	664   	139.988
34 	660   	1840.85	34 	18860.7	1428.38	1421.29	660   	1874.96	1719.14	34 	2136	1735  	593 	660   	150.615
35 	680   	1728.95	35 	14308.9	1427.87	1421.29	680   	1364.26	1730.42	35 	2119	1737  	990 	680   	139.081
36 	673   	1963.08	36 	37220.6	1427.23	1421.29	673   	2589.9 	1729.2 	36 	2131	1737.5	989 	673   	144.905
37 	680   	1733.96	37 	20325.8	1426.37	1418.48	680   	1674.52	1734.64	37 	2268	1741  	977 	680   	148.43 
38 	674   	2003.59	38 	37238.2	1425.64	1418.21	674   	2828.84	1733.33	38 	2163	1732  	978 	674   	162.594
39 	672   	1804.7 	39 	21077.2	1425.18	1407.84	672   	1881.41	1747.66	39 	2263	1735.5	1295	672   	149.421
40 	677   	1966.64	40 	46293.5	1424.34	1407.84	677   	2775.83	1738.27	40 	2313	1731  	66  	677   	172.497
41 	671   	1665.99	41 	19634.9	1423.34	1407.58	671   	1283.9 	1736.41	41 	2313	1728.5	823 	671   	159.678
42 	678   	1819.4 	42 	18175.4	1423.05	1407.58	678   	1873.18	1742.71	42 	2255	1729.5	1012	678   	154.854
43 	664   	1794.92	43 	29764.6	1421.91	1406.31	664   	2124.54	1747.25	43 	2323	1741.5	1125	664   	155.792
44 	677   	1888.68	44 	49993.1	1421.14	1404.22	677   	2620.99	1751.61	44 	2234	1745  	65  	677   	165.268
45 	687   	1835.46	45 	29166.1	1419.84	1404.22	687   	2093.93	1763.16	45 	2265	1759  	732 	687   	158.685
46 	673   	1898.84	46 	67999.6	1418.38	1404.22	673   	3322.75	1779.93	46 	2249	1794  	83  	673   	171.613
47 	672   	1880.82	47 	18133.6	1415.75	1403.97	672   	1923.66	1793.3 	47 	2255	1809  	1127	672   	153.412
48 	685   	1921.6 	48 	36750.3	1411.04	1402.89	685   	2476.83	1803.7 	48 	2258	1831  	776 	685   	159.688
49 	678   	2818.95	49 	733833 	1408.1 	1402.56	678   	27695.1	1825.91	49 	2285	1838.5	709 	678   	151.861
50 	658   	1831.37	50 	16585.1	1407.83	1402.37	658   	1828.72	1841.4 	50 	2455	1854.5	1108	658   	158.629
51 	683   	2020.63	51 	52727.8	1407.54	1401.52	683   	3652.28	1849.82	51 	2515	1876.5	16  	683   	202.271
52 	676   	1786.64	52 	50493.3	1406.85	1401.18	676   	2464.67	1864.22	52 	2520	1883.5	30  	676   	208.257
53 	678   	1828.45	53 	29504  	1406.22	1396.37	678   	1995.86	1901.14	53 	2499	1909  	1204	678   	188.174
54 	685   	1787.75	54 	20687.8	1405.35	1396.37	685   	1892.51	1932.27	54 	2587	1930.5	710 	685   	198.958
55 	684   	1834.95	55 	21970.2	1404.92	1396.37	684   	2066.96	1943.79	55 	2585	1946.5	997 	684   	197.638
56 	673   	1757   	56 	16228.2	1404.33	1394.82	673   	1702.16	1943.93	56 	2585	1959.5	1179	673   	199.972
57 	669   	1741.1 	57 	17292.1	1404.12	1394.35	669   	1610.67	1963.4 	57 	2554	1986.5	1333	669   	178.213
58 	673   	1644.43	58 	16652.7	1403.12	1394.35	673   	1347.36	1978.43	58 	2545	2011.5	573 	673   	171.279
59 	675   	1701.9 	59 	16482.8	1402.1 	1390.6 	675   	1477.76	1995.78	59 	2449	2035.5	1049	675   	155.471
60 	679   	1794.52	60 	37224  	1401.12	1390.6 	679   	2125.78	2019.96	60 	2435	2046  	1344	679   	135.993
61 	676   	1676.55	61 	16766.5	1399.38	1390.6 	676   	1327.31	2030.53	61 	2434	2048  	1303	676   	131.098
62 	670   	1661.74	62 	32392.1	1396.69	1374.84	670   	1641.88	2031.79	62 	2444	2051  	741 	670   	147.028
63 	681   	1794.19	63 	37214.9	1396.37	1374.67	681   	2162.23	2053.23	63 	2395	2067.5	1074	681   	134.269
64 	689   	1787.22	64 	56282.2	1396.3 	1374.42	689   	2678.65	2061.53	64 	2400	2082  	67  	689   	163.762
65 	689   	1865.17	65 	48912.1	1395.73	1374.34	689   	2774.57	2077.92	65 	2451	2091.5	108 	689   	149.535
66 	680   	1829   	66 	37214.6	1395.08	1374.21	680   	2354.03	2076.67	66 	2546	2094.5	1256	680   	142.89 
67 	681   	1670.38	67 	25364.9	1394.42	1359.16	681   	1580.31	2071.77	67 	2476	2095  	1328	681   	146.676
68 	682   	1642.68	68 	22498.3	1393.63	1359.16	682   	1472.13	2067.85	68 	2464	2094  	1237	682   	153.972
69 	677   	1845.45	69 	49850.8	1390.54	1359.11	677   	3028.03	2059.66	69 	2421	2099.5	19  	677   	181.914
70 	682   	1789.94	70 	27954.5	1379.6 	1359.09	682   	2046.58	2047.46	70 	2433	2094  	1287	682   	168.532
71 	671   	1643.47	71 	22681.2	1375.88	1359.09	671   	1534.62	2053.21	71 	2437	2095.5	1285	671   	161.952
72 	676   	1747.94	72 	20765.7	1375.13	1356.54	676   	1839.99	2062.76	72 	2461	2098  	838 	676   	171.624
73 	668   	1720.25	73 	16327.1	1374.82	1356.54	668   	1611.6 	2068.2 	73 	2438	2100  	695 	668   	162.557
74 	676   	1814.06	74 	67418  	1374.35	1355.74	676   	3088.17	2087.54	74 	2481	2102  	145 	676   	147.258
75 	680   	1597.43	75 	16356.5	1369.87	1355.61	680   	1369.35	2082.26	75 	2418	2099  	1531	680   	125.455
76 	684   	1679.3 	76 	16218.3	1364.7 	1355.14	684   	1625.35	2075.18	76 	2417	2098  	899 	684   	137.078
77 	675   	1742.72	77 	30778.5	1362.51	1330.15	675   	2027.37	2086.91	77 	2454	2099  	920 	675   	131.486
78 	674   	1825.29	78 	63541.1	1360.04	1330.15	674   	3556.8 	2081.51	78 	2438	2092  	23  	674   	176.303
79 	675   	1885.88	79 	68497.8	1359.27	1330.15	675   	3556.39	2080.07	79 	2399	2090  	224 	675   	152.535
80 	682   	1532.77	80 	17015.5	1359.08	1330.15	682   	1148.69	2094.44	80 	2826	2091.5	900 	682   	134.818
81 	677   	1683.93	81 	25308.3	1358.87	1329.97	677   	1628.55	2095.34	81 	2454	2099  	896 	677   	153.401
82 	678   	1696.47	82 	25398  	1357.74	1329.84	678   	1784.83	2102.75	82 	2538	2106  	886 	678   	165.304
83 	684   	1618.16	83 	22394.1	1356.62	1327.51	684   	1576.19	2111.18	83 	2526	2116.5	484 	684   	178.022
84 	670   	1740.79	84 	30022.8	1355.69	1327.51	670   	2292.17	2129.69	84 	2603	2134.5	907 	670   	175.722
85 	670   	1657.88	85 	17102.7	1354.33	1326.9 	670   	1641.32	2162.99	85 	2569	2195  	1275	670   	173.183
86 	663   	1626.99	86 	17311  	1341.58	1324.88	663   	1494.04	2192.82	86 	2595	2222  	1238	663   	159.668
87 	673   	1599.56	87 	23040.4	1334.08	1324.88	673   	1436.97	2222.1 	87 	2649	2244.5	1549	673   	152.066
88 	678   	1667.84	88 	34649.1	1330.4 	1324.3 	678   	2163.81	2213.64	88 	2624	2231  	1287	678   	155.276
89 	669   	1663.05	89 	17485.5	1330.13	1324.3 	669   	1682   	2203.85	89 	2766	2228  	908 	669   	159.913
90 	669   	1678.51	90 	35513.3	1329.92	1321.63	669   	2022.79	2190.81	90 	2590	2215  	1135	669   	157.896
91 	688   	1664.18	91 	67975.9	1328.64	1321.61	688   	2820.77	2190.65	91 	2595	2215  	44  	688   	163.896
92 	679   	1623.05	92 	23887.4	1327.86	1321.43	679   	1862.11	2174.87	92 	2595	2205  	1037	679   	152.437
93 	676   	1620.27	93 	17808.1	1327.51	1320.48	676   	1361.2 	2174.58	93 	2566	2210.5	917 	676   	152.658
94 	679   	1559.29	94 	16324.9	1326.9 	1320.48	679   	1398.53	2184.03	94 	2771	2211.5	1467	679   	141.567
95 	679   	1608.78	95 	36928.7	1326   	1320.48	679   	1835.63	2194.17	95 	2683	2220.5	1352	679   	138.331
96 	669   	1619.13	96 	16082.9	1325.07	1319.41	669   	1521.09	2191.62	96 	2835	2221  	1504	669   	152.043
97 	676   	1789.86	97 	45203.7	1324.84	1318.22	676   	2654.93	2207.99	97 	2920	2232  	32  	676   	184.252
98 	678   	1580.19	98 	14973.8	1324.64	1318.22	678   	1271.78	2220.54	98 	2920	2228  	1267	678   	166.39 
99 	675   	1642.05	99 	29658.8	1323.82	1315.22	675   	1921.49	2232.56	99 	2917	2234  	1007	675   	168.59 
100	670   	1594.82	100	27912.7	1322.21	1315.22	670   	1702.24	2243.42	100	2916	2239  	1351	670   	161.536
101	680   	1683.58	101	35139.2	1321.65	1315.1 	680   	2008.65	2244.63	101	3127	2241  	1353	680   	174.615
102	684   	1604.19	102	20247.4	1321.47	1314.9 	684   	1614.53	2256.53	102	2772	2249.5	1283	684   	170.264
