Seeded Runs:
Run 1/10
   	      	                       fitness                       	                          size                         
   	      	-----------------------------------------------------	-------------------------------------------------------
gen	nevals	avg    	gen	max  	med    	min    	nevals	std  	avg    	gen	max 	med  	min	nevals	std    
103	678   	1668.35	103	27912.6	1321.31	1313.74	678   	1821.76	2271.87	103	2944	2268  	1283	678   	189.859
104	676   	1567.31	104	15474.7	1320.86	1312.53	676   	1338.12	2276.78	104	2777	2262  	1548	676   	195.643
105	675   	1588.8 	105	20611.6	1320.48	1312.45	675   	1492.79	2278.63	105	2810	2259  	1520	675   	207.47 
106	679   	1621   	106	15474.4	1320.22	1312.18	679   	1512.4 	2258.64	106	2811	2257  	932 	679   	241.798
107	679   	1619.23	107	20315.9	1319.36	1310.65	679   	1559.98	2206.65	107	2870	2238  	1162	679   	283.473
108	676   	1568.43	108	16103  	1317.34	1310.65	676   	1448.69	2171.69	108	2896	2231  	705 	676   	301.902
109	679   	1638.88	109	16333.6	1315.49	1305.9 	679   	1533.55	2126.5 	109	2858	2210  	929 	679   	320.185
110	679   	1696.61	110	26034.5	1315.22	1300.95	679   	1968.19	2046.51	110	2796	2167  	842 	679   	358.128
Run 5/10
   	      	                        fitness                        	                          size                         
   	      	-------------------------------------------------------	-------------------------------------------------------
gen	nevals	avg    	gen	max  	med    	min    	nevals	std    	avg    	gen	max 	med  	min	nevals	std    
0  	690   	50954.9	0  	93151	50905.2	2014.53	690   	14477.6	210.194	0  	1130	138.5	21 	690   	187.682
1  	670   	43205.3	1  	94104.9	43881.3	2014.53	670   	13334.6	234.239	1  	1158	158.5	19 	670   	208.113
2  	674   	36724.7	2  	70197.5	37023.1	2014.21	674   	12958.9	262.64 	2  	1158	194  	12 	674   	214.942
3  	685   	30623  	3  	69584.2	32787.5	2014.21	685   	13290.1	293.624	3  	1158	221  	13 	685   	236.182
4  	681   	24533.3	4  	67625.3	29010.1	2013.8 	681   	13741.4	325.241	4  	1165	239.5	10 	681   	257.251
5  	662   	17162.5	5  	64765.7	19980.5	2013.46	662   	13385.8	418.999	5  	1166	373  	11 	662   	287.199
6  	675   	10999.1	6  	53077.7	4089.69	2012.98	675   	11133.3	513.697	6  	1347	520.5	12 	675   	280.527
7  	683   	6355.95	7  	54688  	3473.51	2012.76	683   	7535.34	594.596	7  	1361	595.5	25 	683   	251.828
8  	670   	4038.49	8  	37348.4	2406.6 	1990.92	670   	4397.11	651.347	8  	1304	624  	38 	670   	214.287
9  	687   	3566.41	9  	37779.7	2149.46	1990.92	687   	3898.75	666.857	9  	1176	625.5	81 	687   	181.961
10 	678   	3192   	10 	37661.1	2101.64	1990.52	678   	3559.05	654.844	10 	1258	620  	98 	678   	162.308
11 	681   	3330.99	11 	30832  	2047.05	1989.76	681   	4018.72	639.506	11 	1187	619.5	51 	681   	144.887
12 	664   	3555.86	12 	39731.7	2027.55	1989.73	664   	4703.55	623.09 	12 	1187	615.5	32 	664   	135.816
13 	680   	3286.01	13 	39374.9	2022.87	1973.8 	680   	4331.76	627.266	13 	1082	623  	32 	680   	117.673
14 	686   	2707.38	14 	29842  	2016.97	1973.76	686   	2568.09	635.17 	14 	951 	639  	34 	686   	102.136
15 	679   	3017.36	15 	37492.7	2015.49	1973.76	679   	3465.38	634.346	15 	1025	639  	34 	679   	114.616
16 	678   	3246.26	16 	58428.4	2014.49	1972.25	678   	4376.91	643.176	16 	1085	646  	18 	678   	117.811
17 	688   	3015.81	17 	33428.1	2013.7 	1971.77	688   	3432.02	645.014	17 	1085	649  	32 	688   	126.655
18 	676   	3256.85	18 	57054.5	2012.33	1971.75	676   	4300.7 	655.141	18 	1034	656  	84 	676   	114.751
19 	680   	3126.12	19 	41358.9	2005.21	1971.74	680   	3939.73	653.769	19 	1118	654  	58 	680   	120.293
20 	683   	3242.63	20 	32582.8	1998.86	1970.64	683   	3935.19	667.109	20 	1053	662  	45 	683   	118.691
21 	680   	3277.77	21 	46856.5	1995.27	1970.02	680   	4357.48	667.354	21 	1116	675  	23 	680   	129.645
22 	674   	2860.57	22 	33430.4	1993.18	1968.93	674   	3286.99	687.336	22 	1118	688  	54 	674   	117.559
23 	681   	2931.79	23 	37820.7	1991.59	1968.93	681   	3666.72	683.147	23 	1132	689  	31 	681   	129.084
24 	675   	3196.93	24 	37757.6	1990.47	1968.92	675   	4426.73	688.461	24 	1103	694  	30 	675   	125.839
25 	671   	2843.01	25 	36814.8	1987.54	1968.91	671   	3457.8 	685.31 	25 	1177	693  	35 	671   	119.637
26 	678   	3003.54	26 	50586.6	1980.08	1968.65	678   	3726.78	689.166	26 	1078	697  	31 	678   	123.88 
27 	666   	2934.63	27 	28722.6	1976.58	1968.65	666   	3444.15	693.909	27 	1079	697  	31 	666   	122.339
28 	678   	3084.58	28 	50829.8	1974.08	1966.62	678   	4048.56	700.097	28 	1245	699  	28 	678   	132.508
29 	676   	3064.24	29 	29853.8	1973.86	1966.62	676   	3653.71	702.593	29 	1244	702.5	251	676   	124.977
30 	685   	2757.32	30 	33694.3	1972.35	1965.48	685   	3090.52	708.531	30 	1257	711  	19 	685   	138.334
31 	676   	3086.1 	31 	37737.9	1971.88	1965.48	676   	3915.01	716.083	31 	1092	717  	29 	676   	140.263
32 	676   	2849.87	32 	29863.8	1971.53	1965.48	676   	3141.84	723.613	32 	1103	719  	34 	676   	134.162
33 	675   	2851.69	33 	24989.8	1970.62	1965.46	675   	3035.98	715.189	33 	1292	717  	33 	675   	136.982
34 	679   	3063   	34 	33314.6	1970.28	1965.31	679   	3723.87	730.636	34 	1302	721.5	23 	679   	136.815
35 	671   	2971.15	35 	30195.4	1970.08	1964.07	671   	3379.52	742.609	35 	1382	733  	48 	671   	146.003
36 	689   	3050.59	36 	33141.2	1969.64	1964.07	689   	3903.63	747.05 	36 	1329	737  	65 	689   	135.735
37 	680   	2882.7 	37 	24498.7	1969.48	1964.06	680   	3148.83	742.01 	37 	1300	742  	26 	680   	145.206
38 	684   	2985.98	38 	37795.8	1969.19	1963.96	684   	3981.75	755.016	38 	1351	752  	28 	684   	151.214
39 	672   	2885.71	39 	33423.2	1968.91	1963.49	672   	3394.78	768.109	39 	1349	770  	31 	672   	131.158
40 	673   	2843.61	40 	33425.6	1968.24	1948.9 	673   	3197.33	775.299	40 	1349	778  	37 	673   	124.541
41 	665   	2831.15	41 	33422.5	1967.73	1948.9 	665   	3273.4 	780.337	41 	1400	784  	34 	665   	140.993
42 	671   	2685.94	42 	33441  	1967.47	1948.9 	671   	3095.34	774.713	42 	1307	780  	41 	671   	135.429
43 	678   	2961.22	43 	49993.1	1967.19	1948.9 	678   	4044.23	785.814	43 	1306	789.5	50 	678   	135.331
44 	670   	3150.19	44 	37738.6	1966.74	1948.81	670   	4203.25	790.524	44 	1326	795  	34 	670   	148.755
45 	670   	2990.57	45 	55653.7	1966.14	1948.81	670   	4521.86	802.223	45 	1202	799  	33 	670   	145.198
46 	679   	2745.2 	46 	47505.6	1965.34	1948.69	679   	3405.09	829.577	46 	1228	822  	23 	679   	147.447
47 	672   	2771.84	47 	30312.8	1964.51	1947.92	672   	3049.97	863.721	47 	1228	862  	332	672   	151.388
48 	685   	2664.58	48 	30190.1	1963.87	1947.92	685   	3116.17	894.401	48 	1299	889.5	40 	685   	153.933
49 	672   	2666.46	49 	37719.9	1963.43	1947.92	672   	3104.5 	928.467	49 	1302	943.5	35 	672   	157.924
50 	676   	3002.72	50 	73125.3	1952.59	1946.51	676   	4950.9 	965.221	50 	1289	1010 	34 	676   	164.16 
51 	680   	2762.41	51 	36860.8	1949.93	1945.57	680   	3351.75	995.837	51 	1499	1029 	30 	680   	165.197
52 	677   	2577.83	52 	36860.8	1949.36	1942.21	677   	2711.92	1012.64	52 	1363	1035 	30 	677   	150.132
53 	680   	2552.99	53 	49540.8	1949.01	1942.21	680   	2925.44	1025.17	53 	1340	1042 	105	680   	136.758
54 	682   	2830.58	54 	29747.2	1948.94	1941.74	682   	3264   	1021.75	54 	1483	1043 	35 	682   	155.487
55 	678   	2635.05	55 	41134.8	1948.89	1941.49	678   	3181.14	1014.24	55 	1382	1040 	14 	678   	163.114
56 	668   	2551.92	56 	36860.8	1948.76	1940.27	668   	2971.6 	1013.34	56 	1513	1033 	30 	668   	155.788
57 	678   	2584.49	57 	33419.8	1948.52	1940.27	678   	2889.76	1004.12	57 	1466	1016 	502	678   	141.575
58 	676   	2423.45	58 	37719.9	1948.11	1936.25	676   	2633.47	991.504	58 	1397	1006 	30 	676   	149.949
59 	680   	2505.74	59 	43089.3	1947.98	1936.24	680   	2690.46	986.12 	59 	1470	998.5	23 	680   	137.52 
60 	678   	2765.95	60 	60554.1	1947.35	1936.24	678   	3821.19	978.031	60 	1348	999  	50 	678   	144.231
61 	689   	2356.75	61 	29718.2	1945.58	1936.04	689   	1993.74	980.236	61 	1374	1001 	43 	689   	140.697
62 	679   	2590.92	62 	28435.6	1942.84	1935.21	679   	2698.25	984.247	62 	1320	1006 	34 	679   	135.194
63 	688   	2683.26	63 	46869  	1942.37	1935.21	688   	3260.06	981.426	63 	1466	1010 	14 	688   	142.767
64 	672   	2599.33	64 	29836.8	1942.2 	1930.23	672   	3096.66	995.489	64 	1464	1014 	30 	672   	128.943
65 	683   	2782.8 	65 	53016.7	1941.78	1930.23	683   	3702.83	1002.75	65 	1451	1020 	16 	683   	139.221
66 	682   	2742.87	66 	53674.7	1941.25	1929.85	682   	3783.32	1011.82	66 	1449	1030 	33 	682   	147.113
67 	674   	2492.84	67 	27130.4	1940.13	1929.85	674   	2247.29	1023.69	67 	1564	1033 	467	674   	128.357
68 	671   	2653.81	68 	56773.3	1938.62	1929.85	671   	3323.41	1024.35	68 	1435	1037.5	32 	671   	148.86 
69 	683   	2749.26	69 	48243.4	1937.43	1929.84	683   	4091.68	1034.82	69 	1465	1041.5	14 	683   	160.139
70 	673   	2514.35	70 	29830.8	1936.8 	1929.84	673   	2518.36	1041.63	70 	1467	1047  	30 	673   	151.12 
71 	673   	2699.03	71 	67093.8	1936.28	1929.05	673   	3957.41	1030.09	71 	1604	1035  	71 	673   	160.665
72 	677   	2317.68	72 	16397.5	1936.1 	1928.91	677   	1663.77	1028.28	72 	1616	1017  	333	677   	154.858
73 	691   	2721.16	73 	67418  	1935.52	1928.82	691   	4086.3 	1019.19	73 	1614	1007.5	37 	691   	167.149
74 	681   	2348.12	74 	20438  	1935.13	1923.96	681   	1963.56	1023.49	74 	1614	1004.5	139	681   	153.393
75 	679   	2484.58	75 	29285.1	1931.1 	1854.84	679   	2838.16	1002.75	75 	1528	992   	30 	679   	138.606
76 	678   	2479.02	76 	24455.1	1930.59	1854.84	678   	2390.8 	985.153	76 	1482	987   	153	678   	128.12 
77 	674   	2558.58	77 	29176.1	1930.35	1854.84	674   	2903.44	969.54 	77 	1436	984   	30 	674   	128.384
78 	672   	2621.42	78 	30150.8	1929.99	1853.65	672   	3040.13	970.944	78 	1436	987   	443	672   	120.899
79 	688   	2434.2 	79 	29654.6	1929.93	1853.65	688   	2411.72	972.944	79 	1366	990.5 	39 	688   	132.769
80 	680   	2614.09	80 	33027.9	1929.87	1853.65	680   	3053.23	969.596	80 	1309	995   	29 	680   	161.518
81 	677   	2748.97	81 	37441.8	1929.74	1853.56	677   	3397.81	974.89 	81 	1430	1004  	38 	677   	171.328
82 	672   	2788.28	82 	64454.7	1929.07	1853.56	672   	4072.51	985.323	82 	1467	1012  	30 	672   	188.579
83 	669   	2981.03	83 	46642.3	1928.82	1853.56	669   	4421.2 	964.754	83 	1409	994.5 	30 	669   	214.291
84 	676   	2574.75	84 	29893.8	1925.62	1853.56	676   	2866.04	954.673	84 	1500	980   	40 	676   	224.863
85 	669   	2694.93	85 	29824.7	1924.08	1853.48	669   	3309.56	931.726	85 	1511	899   	43 	669   	234.66 
86 	670   	2527.42	86 	25929.2	1901.48	1853.48	670   	2619.69	890.206	86 	1479	818   	36 	670   	229.902
87 	685   	2839.33	87 	39829.3	1878.19	1853.18	685   	3799.95	840.797	87 	1437	799   	34 	685   	205.302
88 	675   	2770.53	88 	67245.2	1865.39	1852.07	675   	3844.56	801.791	88 	1420	781   	17 	675   	166.784
89 	683   	2590.56	89 	29236.4	1859.33	1851.76	683   	2858.52	779.174	89 	1312	777.5 	51 	683   	140.279
90 	683   	2730.52	90 	28641.1	1857.76	1851.76	683   	3127.34	771.803	90 	1257	782   	210	683   	128.872
91 	661   	2996.93	91 	63531.9	1856.76	1851.59	661   	4678.95	778.964	91 	1503	791.5 	44 	661   	143.491
92 	676   	2901.11	92 	47247.1	1856.01	1851.14	676   	4064.2 	793.997	92 	1135	798   	71 	676   	125.059
93 	688   	2653.89	93 	33337.3	1855.3 	1845.67	688   	3193.36	802.364	93 	1175	808   	35 	688   	135.63 
94 	683   	2864.03	94 	51375.4	1854.58	1845.26	683   	3905.71	811.243	94 	1175	818.5 	14 	683   	140.245
95 	677   	2838.73	95 	56368  	1854.09	1845.26	677   	4163.55	821.031	95 	1193	832   	13 	677   	151.779
96 	678   	2708.65	96 	45203.7	1853.7 	1844.59	678   	3645.35	841.081	96 	1222	842   	32 	678   	143.237
97 	677   	2696.96	97 	33335.5	1853.55	1843.88	677   	3368.83	846.306	97 	1323	840   	58 	677   	148.4  
98 	684   	2560.19	98 	31417.6	1853.26	1843.65	684   	3042.16	858.616	98 	1334	850   	36 	684   	153.497
99 	665   	2568.48	99 	30476.5	1852.95	1843.65	665   	2913.08	861.276	99 	1378	851   	36 	665   	165.967
100	677   	2771.08	100	28730.2	1852.02	1843.6 	677   	3567.64	863.527	100	1394	854   	33 	677   	165.178
101	687   	2688.37	101	60187.1	1851.35	1842.68	687   	3899.27	856.537	101	1378	850   	120	687   	164.939
102	677   	2882.85	102	44795.5	1850.04	1842.64	677   	4129.93	845.064	102	1436	840   	34 	677   	174.788
103	679   	2711.25	103	29818.6	1848.51	1841.64	679   	3009.38	850.227	103	1277	849   	310	679   	180.473
104	682   	2463.18	104	20575.2	1846.35	1841.64	682   	2478.53	858.659	104	1281	857.5 	145	682   	180.779
105	673   	2513.31	105	33329.9	1846.04	1841.43	673   	3033.61	860.473	105	1497	855.5 	36 	673   	192.628
106	686   	2884.44	106	46059.9	1845.89	1841.35	686   	3905.78	872.63 	106	1649	862.5 	36 	686   	199.867
107	675   	2710.56	107	36773.9	1845.41	1841.04	675   	3345.59	870.481	107	1405	862   	39 	675   	207.275
108	678   	2981.4 	108	71795.5	1845.29	1841.04	678   	4627.81	869.774	108	1338	878.5 	45 	678   	202.801
109	666   	2915.68	109	37424.6	1844.8 	1840.67	666   	4117.81	887.136	109	1416	907   	33 	666   	187.966
110	675   	2720.72	110	44777.9	1844.13	1825.44	675   	3645.67	883.76 	110	1335	899   	37 	675   	189.713
Run 6/10
   	      	                        fitness                        	                          size                         
   	      	-------------------------------------------------------	-------------------------------------------------------
gen	nevals	avg    	gen	max  	med    	min    	nevals	std    	avg    	gen	max 	med  	min	nevals	std    
0  	690   	50946.4	0  	93151	50905.2	1499.03	690   	14505.3	211.657	0  	1684	138.5	21 	690   	195.482
1  	677   	42956.8	1  	86771.7	43826.4	1499.03	677   	13470  	246.599	1  	1868	157  	20 	677   	254.354
2  	673   	35875.1	2  	76561.8	37138.3	1498.51	673   	14002.1	300.164	2  	1888	178.5	19 	673   	348.446
3  	682   	30066.4	3  	79092.4	32587.3	1498.01	682   	13544.4	368.361	3  	1983	202.5	11 	682   	420.461
4  	678   	23171.3	4  	56350.4	27667.2	1497.34	678   	14479  	531.127	4  	2014	286.5	15 	678   	545.059
5  	668   	15257.8	5  	51768.8	10095  	1496.11	668   	13330.9	766.969	5  	2059	604.5	24 	668   	621.56 
6  	682   	8612.38	6  	61723.9	3069.44	1496.06	682   	10281.9	1041.23	6  	2101	1195.5	9  	682   	599.328
7  	668   	4133.29	7  	34690.3	2213.43	1496.06	668   	5462.98	1301.7 	7  	2182	1470  	74 	668   	512.186
8  	679   	2614.92	8  	26412.1	1532.77	1495.95	679   	2977.5 	1472.76	8  	2175	1661  	50 	679   	425.879
9  	671   	2116.97	9  	53158.3	1500.18	1495.88	671   	2833.35	1626.39	9  	2266	1692  	25 	671   	309.384
10 	672   	1890.23	10 	29897.2	1499   	1488.31	672   	1768.79	1693.21	10 	2290	1703.5	457	672   	201.036
11 	673   	1823.04	11 	16595.5	1498.86	1463.81	673   	1483   	1692.83	11 	2321	1696  	631	673   	167.896
12 	688   	1985.11	12 	73288.4	1498.45	1463.81	688   	3264.66	1682.41	12 	2289	1685.5	77 	688   	170.201
13 	686   	1882.43	13 	20890.4	1497.83	1463.79	686   	1822.35	1687.72	13 	2306	1686  	632	686   	163.078
14 	677   	1904.95	14 	36382.4	1497.3 	1462.78	677   	2131.11	1671.4 	14 	2288	1676.5	880	677   	153.931
15 	669   	2151.16	15 	37213.2	1496.39	1462.53	669   	2758.26	1648.25	15 	2318	1657  	621	669   	155.127
16 	685   	1964.14	16 	50124.7	1496.08	1461.55	685   	2572.29	1629.09	16 	2310	1639  	54 	685   	152.897
17 	685   	2116.33	17 	29394.1	1495.84	1459.82	685   	2556.01	1611.36	17 	2310	1613  	876	685   	140.915
18 	675   	1978.39	18 	20573.5	1490.11	1458.14	675   	2167.96	1598.3 	18 	1995	1586  	743	675   	150.597
19 	685   	1885.31	19 	16390  	1472.19	1458.14	685   	1786.87	1589.82	19 	2065	1573  	1010	685   	152.963
20 	665   	1949.16	20 	26094.9	1464.69	1458.14	665   	2174.68	1576.61	20 	2097	1559  	479 	665   	162.023
21 	679   	1819.61	21 	46856.5	1463.81	1434.44	679   	2332.31	1568.25	21 	2179	1550  	23  	679   	163.759
22 	672   	1786.68	22 	31350.1	1463.29	1434.44	672   	1885.3 	1570.13	22 	2066	1552  	1023	672   	151.415
23 	674   	1939.7 	23 	20202.4	1462.83	1431.93	674   	2048.55	1557.1 	23 	2067	1545  	998 	674   	153.373
24 	672   	2051.5 	24 	73081.8	1462.21	1431.93	672   	3304.11	1547.58	24 	2067	1545  	19  	672   	176.136
25 	685   	1821.07	25 	15562.8	1461.55	1431.91	685   	1535.38	1557.57	25 	2064	1549  	1045	685   	149.961
26 	676   	1996.24	26 	26559  	1460.2 	1427.21	676   	2262.21	1555.17	26 	2062	1552.5	752 	676   	156.374
27 	664   	1920.18	27 	21163.8	1458.63	1426.36	664   	1981.77	1558.12	27 	2062	1560  	918 	664   	159.715
28 	666   	2183.65	28 	39530.2	1456.42	1426.36	666   	3157.24	1559.44	28 	2029	1563  	97  	666   	182.035
29 	680   	1732.18	29 	15687.1	1443.55	1426.18	680   	1449.79	1580.83	29 	2087	1574  	985 	680   	159.808
30 	681   	1901.43	30 	18894.2	1437.58	1425.35	681   	1883.6 	1590.99	30 	2168	1587  	702 	681   	171.794
31 	684   	1911.48	31 	15526.6	1435.55	1423.31	684   	1927.45	1597.94	31 	2152	1603  	967 	684   	157.086
32 	681   	1844.87	32 	17212.6	1433.66	1423.31	681   	1703.22	1607.99	32 	2451	1617  	1028	681   	152.822
33 	686   	2043.57	33 	37212.8	1431.91	1423.31	686   	2579.38	1621.94	33 	2296	1635  	625 	686   	149.605
34 	677   	1845.64	34 	20304  	1430.3 	1423.31	677   	1773.58	1629.84	34 	2070	1639.5	642 	677   	148.753
35 	682   	1973.89	35 	37186.6	1427.77	1421.28	682   	2466.64	1629.79	35 	2055	1633.5	702 	682   	140.31 
36 	674   	1950.27	36 	23749  	1427.09	1421.21	674   	2225.69	1637.99	36 	2111	1657.5	745 	674   	151.065
37 	672   	1768.96	37 	17569.1	1426.42	1421.21	672   	1552.92	1645.1 	37 	2129	1652  	1037	672   	142.662
38 	675   	1871.01	38 	20323.8	1426.14	1420.91	675   	1843.43	1629.4 	38 	2136	1626  	940 	675   	156.592
39 	683   	1968.49	39 	46293.5	1425.87	1412.63	683   	2731.43	1615.76	39 	2091	1622  	42  	683   	182.504
40 	678   	1806.12	40 	22476.8	1425.09	1412.63	678   	1910.67	1602.76	40 	2163	1618  	762 	678   	172.265
41 	677   	1857.79	41 	44987.5	1424.25	1412.63	677   	2560.58	1596.89	41 	2019	1619  	11  	677   	163.587
42 	688   	1938.61	42 	24409.7	1423.54	1410.18	688   	1989.77	1594.9 	42 	2062	1614.5	1080	688   	148.222
43 	680   	1906.64	43 	17744.3	1423   	1409.91	680   	1893.17	1589.2 	43 	1973	1616  	974 	680   	158.711
44 	681   	1973.03	44 	18618.4	1422.27	1409.71	681   	2180.81	1580.15	44 	1948	1620  	649 	681   	178.759
45 	683   	1794.14	45 	19514.6	1421.28	1401.73	683   	1628.27	1573.78	45 	1962	1623  	842 	683   	187.428
46 	678   	1803.2 	46 	24599.2	1420.4 	1401.73	678   	1848.72	1581.18	46 	1985	1629  	772 	678   	188.907
47 	673   	1862.68	47 	36352.9	1417.45	1401.73	673   	2335.09	1595.09	47 	2028	1634.5	586 	673   	182.721
48 	673   	1719.4 	48 	21343.8	1413.82	1400.81	673   	1593.16	1610.83	48 	2084	1637  	788 	673   	171.787
49 	682   	1761.22	49 	29754  	1412.6 	1391.52	682   	1761.94	1634.66	49 	2084	1645  	653 	682   	174.653
50 	678   	1760.37	50 	35332.6	1411.66	1391.52	678   	2134.56	1650.82	50 	2141	1652  	1026	678   	165.341
51 	675   	1713.77	51 	16281.3	1410.42	1391.5 	675   	1448.88	1644.83	51 	2188	1647  	1001	675   	173.493
52 	675   	1728.37	52 	19681.7	1409.74	1391.46	675   	1692.82	1646.53	52 	2269	1655.5	587 	675   	179.865
53 	669   	1749.56	53 	15587.7	1409.11	1390.38	669   	1514.91	1646.17	53 	2265	1651  	620 	669   	166.198
54 	682   	1845.16	54 	49540.8	1403.43	1389.26	682   	2477.34	1641.4 	54 	2083	1654  	105 	682   	166.886
55 	684   	1932.37	55 	18596.9	1402.07	1389.25	684   	1971.45	1644.09	55 	2042	1650  	975 	684   	136.323
56 	671   	1890.35	56 	28399.5	1401.75	1389.18	671   	2048.48	1665.65	56 	2207	1676  	722 	671   	136.773
57 	676   	1873.41	57 	20912.4	1400.92	1385.61	676   	1884.29	1670.61	57 	2220	1685  	924 	676   	133.543
58 	675   	1749.52	58 	15290.6	1394.73	1385.56	675   	1619.04	1692.74	58 	2230	1692.5	780 	675   	122.135
59 	680   	1731.76	59 	28167.7	1391.81	1379.57	680   	1707.3 	1708.53	59 	2281	1697.5	1084	680   	119.919
60 	682   	1848.72	60 	17346.5	1391.54	1379.57	682   	1871.5 	1706.39	60 	2280	1702  	884 	682   	126.998
61 	683   	1736.96	61 	23140.4	1391.15	1379.57	683   	1768.57	1717.03	61 	2098	1712  	592 	683   	120.01 
62 	676   	1830.11	62 	20185.8	1390.67	1379.57	676   	1995.75	1716.84	62 	2101	1713  	583 	676   	132.123
63 	679   	1674.26	63 	15340.8	1389.84	1379.36	679   	1331.42	1724.95	63 	2238	1716  	1129	679   	126.966
64 	684   	1883.76	64 	48912.1	1389.3 	1379.36	684   	2787.63	1713.86	64 	2211	1706.5	108 	684   	155.385
65 	676   	1882.74	65 	69031.1	1388.97	1377.97	676   	3132.8 	1719.33	65 	2242	1716  	116 	676   	168.908
66 	677   	1872   	66 	39087.6	1388.55	1370.57	677   	2325.03	1716.56	66 	2355	1711  	731 	677   	155.83 
67 	680   	1769.54	67 	16618.4	1388.1 	1370.32	680   	1848.3 	1710.61	67 	2256	1707  	918 	680   	151.161
68 	678   	1.43037e+06	68 	1e+09  	1386.48	1370.32	678   	3.77694e+07	1714.57	68 	2190	1710  	1082	678   	147.091
69 	677   	1914.2     	69 	32590.3	1385.7 	1369.95	677   	2400.66    	1699.25	69 	2183	1704  	563 	677   	159.684
70 	684   	1944.53    	70 	36331.4	1381.74	1369.95	684   	2594.08    	1693.29	70 	2333	1694.5	552 	684   	157.478
71 	671   	1746.18    	71 	36322.7	1379.56	1369.41	671   	2134.53    	1687.24	71 	2205	1692  	635 	671   	153.65 
72 	670   	1903.97    	72 	46391.3	1378.88	1347.63	670   	2672.91    	1682.35	72 	2278	1686.5	251 	670   	157.807
73 	673   	1873.68    	73 	34212.1	1378   	1347.08	673   	2460.28    	1666.45	73 	2295	1666  	1015	673   	145.101
74 	675   	1798.61    	74 	34702.5	1376.67	1347.08	675   	2080.79    	1642   	74 	2091	1634  	546 	675   	152.544
75 	682   	1751.32    	75 	22612.1	1374.95	1346.91	682   	1829.27    	1618.32	75 	2091	1604  	973 	682   	145.781
76 	671   	1820.23    	76 	33690.5	1371.98	1346.9 	671   	2381.2     	1597.89	76 	2017	1595  	983 	671   	138.974
77 	671   	1883.94    	77 	43482.9	1370.58	1346.22	671   	2902.74    	1594.92	77 	2060	1596  	23  	671   	149.619
78 	659   	1848.08    	78 	23181.7	1370.24	1346.22	659   	1924.77    	1587.02	78 	2034	1604  	650 	659   	147.427
79 	662   	1776.15    	79 	27948.5	1369.56	1345.53	662   	2092.61    	1588.63	79 	2034	1607.5	679 	662   	145.354
80 	684   	1805.2     	80 	36446.8	1368.92	1344.9 	684   	2314.73    	1584.52	80 	2124	1609.5	473 	684   	168.848
81 	682   	1677.22    	81 	18550.1	1354.03	1344.66	682   	1493.02    	1588.8 	81 	2016	1612  	1068	682   	133.521
82 	675   	1774.35    	82 	22178.1	1350.48	1341.33	675   	1908.37    	1590.33	82 	2012	1612  	1013	675   	137.649
83 	683   	1918.02    	83 	37149  	1349.3 	1341.33	683   	2670.88    	1587.51	83 	1962	1612  	924 	683   	142.338
84 	678   	1750.67    	84 	70777.5	1347.54	1341.33	678   	2978.78    	1594.25	84 	1975	1613  	113 	678   	154.584
85 	679   	1685.11    	85 	19458  	1347.26	1340.77	679   	1670.6     	1596.94	85 	2120	1613  	961 	679   	148.308
86 	673   	1741.51    	86 	27708  	1346.88	1340.52	673   	2021.68    	1605.79	86 	2167	1617  	953 	673   	153.821
87 	679   	1799.2     	87 	27918.1	1346.62	1338.83	679   	2035.51    	1600.62	87 	2167	1608.5	43  	679   	181.631
88 	675   	1757.21    	88 	20802.2	1346.2 	1338.83	675   	1924.2     	1610.44	88 	2250	1620  	466 	675   	171.706
89 	675   	1653.26    	89 	15090.2	1345.58	1338.58	675   	1451.06    	1616.29	89 	2274	1619  	469 	675   	164.406
90 	683   	1808.86    	90 	26949.4	1344.94	1338.55	683   	2198.86    	1618.39	90 	2274	1624  	1032	683   	158.246
91 	685   	1841.94    	91 	32846.9	1344   	1337.64	685   	2556.13    	1625.85	91 	2300	1634.5	886 	685   	158.879
92 	677   	1791.51    	92 	22731  	1342.36	1337.61	677   	2082.68    	1630.06	92 	2302	1645.5	964 	677   	152.243
93 	677   	1764.1     	93 	19712.4	1341.37	1323.8 	677   	1893.04    	1644.44	93 	2072	1667  	489 	677   	160.83 
94 	684   	1816.63    	94 	37148.7	1340.89	1323.8 	684   	2359.9     	1670.22	94 	2150	1686.5	951 	684   	144.768
95 	670   	1660.53    	95 	19359.4	1340.02	1318.58	670   	1558.16    	1688.59	95 	2066	1701  	974 	670   	135.762
96 	677   	1798.91    	96 	27901.9	1339.45	1318.58	677   	2087.58    	1700.39	96 	2100	1711.5	487 	677   	146.04 
97 	665   	1599.56    	97 	16400.3	1339.02	1318.55	665   	1413.24    	1716.72	97 	2115	1732.5	493 	665   	142.017
98 	681   	1621.15    	98 	15461.7	1338.81	1318.41	681   	1392.83    	1729.92	98 	2149	1762  	1070	681   	141.376
99 	676   	1781.63    	99 	36290.4	1338.58	1316.74	676   	2429.39    	1735.58	99 	2195	1766  	1147	676   	153.44 
100	686   	1688.11    	100	30059.5	1337.99	1316.74	686   	1865.87    	1742.52	100	2145	1780.5	636 	686   	159.153
101	675   	1773.09    	101	21601.1	1336.32	1316.62	675   	2179.25    	1758.8 	101	2166	1785  	1117	675   	154.588
