"C:\Users\WhizKid2004\PycharmProjects\4P82 A2\venv\Scripts\python.exe" "C:\Users\WhizKid2004\PycharmProjects\4P82 A2\islandExperiment\seededRuns.py" 
Unseeded Runs:
Run 1/10
   	      	                        fitness                        	                          size                         
   	      	-------------------------------------------------------	-------------------------------------------------------
gen	nevals	avg    	gen	max    	med    	min    	nevals	std    	avg    	gen	max 	med	min	nevals	std    
29 	689   	10211.3	29 	61045.5	8963.04	4998.66	689   	5995.39	242.549	29 	730 	242  	7  	689   	133.586
30 	687   	9651.79	30 	75551.3	8772.5 	4998.66	687   	5855.33	253.546	30 	766 	248  	7  	687   	132.173
31 	667   	9220.55	31 	69195.6	8095.53	4869.75	667   	6595.64	261.086	31 	680 	257.5	7  	667   	123.695
32 	687   	8492.48	32 	74532.7	7836.22	4822.73	687   	5878.51	261.64 	32 	711 	265  	8  	687   	118.17 
33 	683   	7827.67	33 	68216.8	6285.19	4818.02	683   	5875.89	257.144	33 	927 	260.5	10 	683   	121.357
34 	681   	7249.56	34 	50010.6	5533.4 	4797.69	681   	5053.53	260.669	34 	668 	260.5	7  	681   	130.07 
35 	667   	6801.38	35 	46802  	5347.93	4797.69	667   	5355.99	273.213	35 	669 	276  	7  	667   	135.069
36 	681   	6449.3 	36 	51575.9	5226.17	4794.11	681   	5128.78	271.66 	36 	789 	271  	8  	681   	143.122
37 	669   	6415.52	37 	46070.4	5213   	4781.01	669   	5329.53	268.969	37 	669 	262.5	8  	669   	142.018
38 	670   	6381.9 	38 	45665  	5167.35	4781.01	670   	5292.39	254.919	38 	714 	249  	7  	670   	139.63 
39 	687   	6761.26	39 	83827.2	5098.34	4754.51	687   	6788.29	246.603	39 	704 	225.5	7  	687   	137.028
40 	672   	6410.3 	40 	50014.7	5024.19	4754.51	672   	5541.44	239.726	40 	645 	220.5	8  	672   	128.859
41 	667   	6479.59	41 	58166.2	4998.29	4754.51	667   	6052.31	226.984	41 	713 	204  	8  	667   	129.297
42 	664   	6247.26	42 	39018.4	4942.18	4664.21	664   	4987.4 	226.43 	42 	653 	203.5	7  	664   	129.19 
43 	686   	6348.82	43 	51166.7	4822.73	4664.21	686   	5640.79	234.587	43 	634 	216  	7  	686   	124.989
44 	678   	6178.44	44 	55137.9	4798.05	4664.21	678   	5991.52	235.023	44 	724 	212  	8  	678   	122.476
45 	687   	6542.02	45 	72427.7	4797.69	4427.55	687   	6979.55	222.72 	45 	579 	210.5	5  	687   	116.001
46 	669   	6303.05	46 	38640.3	4787.07	4427.55	669   	5240.41	221.47 	46 	607 	216  	8  	669   	114.206
47 	689   	6563.88	47 	38637.4	4781.01	4427.55	689   	5858.8 	227.861	47 	575 	224  	8  	689   	104.568
48 	672   	5943.16	48 	63280.2	4779.9 	4426.8 	672   	5072.24	238.491	48 	643 	232  	7  	672   	110.597
49 	685   	6050.35	49 	61437.1	4765.2 	4398.52	685   	5646.16	235.566	49 	657 	228.5	8  	685   	108.934
50 	677   	6207.96	50 	78900  	4764.61	4381.22	677   	5996.59	240.601	50 	684 	237  	7  	677   	114.941
51 	673   	5992.39	51 	58072.2	4764.61	4376.01	673   	5256.73	252.64 	51 	572 	248  	7  	673   	114.211
52 	666   	5782.75	52 	78755.1	4760.55	4364.49	666   	5633.58	264.26 	52 	656 	256  	7  	666   	121.489
53 	679   	5955.33	53 	74135.8	4755.24	4357.19	679   	5479.41	270.984	53 	656 	259  	8  	679   	128.685
54 	683   	5979.43	54 	45248.6	4753.22	4357.19	683   	5167.15	269.2  	54 	662 	263  	8  	683   	140.815
55 	677   	6089.35	55 	51332.7	4647.01	4357.19	677   	5597.57	267.239	55 	677 	261.5	7  	677   	148.267
56 	683   	5883.02	56 	58955.3	4431.69	4357.19	683   	5379.87	271.097	56 	849 	262  	7  	683   	143.817
57 	678   	6071.04	57 	39083.3	4404.17	4357.19	678   	5763.25	257.409	57 	699 	250.5	6  	678   	137.517
58 	688   	5827.51	58 	75852.3	4395.92	4357.19	688   	6474.14	255.423	58 	632 	250  	7  	688   	129.74 
59 	677   	5902.78	59 	73650  	4384.89	4357.19	677   	6259.29	249.283	59 	670 	250  	7  	677   	124.435
60 	669   	5816.62	60 	42261.9	4377.79	4357.15	669   	5627.41	250.377	60 	626 	250  	7  	669   	117.876
61 	681   	5839.57	61 	61966.2	4375.1 	4356.64	681   	5890.63	260.743	61 	718 	258  	8  	681   	121.149
62 	682   	5960.97	62 	77054.2	4372.91	4355.98	682   	6979.12	262.324	62 	661 	263  	7  	682   	121.781
63 	677   	5399.41	63 	62543.5	4368.56	4354.91	677   	4641.54	273.661	63 	692 	274  	8  	677   	123.767
64 	676   	5299.35	64 	49981.3	4365.66	4354.68	676   	4301.74	275.236	64 	692 	269  	7  	676   	125.011
65 	683   	5303.56	65 	37350.4	4361.36	4354.2 	683   	4353.01	282.506	65 	692 	289.5	8  	683   	120.904
66 	686   	5415.89	66 	52898  	4358.67	4353.62	686   	5070.38	298.104	66 	816 	312  	8  	686   	124.855
67 	678   	5385.03	67 	45963.8	4358.26	4348.94	678   	4841.78	314.294	67 	631 	327.5	8  	678   	126.296
68 	675   	5062.14	68 	38215.8	4357.8 	4346.1 	675   	3925.33	331.914	68 	790 	338.5	8  	675   	128.024
69 	678   	5288.95	69 	55827.4	4357.61	4345.47	678   	4806.68	337.317	69 	793 	341  	7  	678   	125.117
70 	676   	5047.91	70 	53871.5	4357.28	4345.39	676   	4009.25	334.94 	70 	769 	338  	8  	676   	128.747
71 	669   	4857.99	71 	48045.7	4356.85	4345.39	669   	3251.57	347.377	71 	800 	351.5	7  	669   	130.818
72 	686   	5154.96	72 	40861.1	4356.64	4345.2 	686   	4281.07	339.53 	72 	771 	343  	8  	686   	132.152
73 	671   	5031.67	73 	38207.8	4356.63	4344.74	671   	3746.81	351.047	73 	771 	361  	7  	671   	129.007
74 	676   	5157.09	74 	61774.5	4356.55	4338.69	676   	4482.35	352.523	74 	775 	365  	8  	676   	133.324
75 	683   	4654.08	75 	38210.7	4353.68	4338.35	683   	2174.43	358.444	75 	793 	374  	11 	683   	131.111
76 	676   	5144.09	76 	41015.5	4353.56	4338.35	676   	3971.07	354.177	76 	883 	366.5	7  	676   	131.382
77 	680   	4823.71	77 	46231.4	4348.63	4338.32	680   	3162.13	366.743	77 	878 	374  	9  	680   	129.064
78 	670   	5244.14	78 	75299.4	4347.95	4338.21	670   	4941.73	383.389	78 	758 	382.5	7  	670   	136.12 
79 	673   	5058.95	79 	47269.6	4347.52	4337.11	673   	4046.52	382.809	79 	878 	382  	7  	673   	142.479
80 	677   	4886.74	80 	58837.8	4346.49	4332.56	677   	3798.23	381.284	80 	903 	378  	7  	677   	150.046
81 	673   	5258.54	81 	54694.4	4345.72	4332.56	673   	4775.65	378.679	81 	888 	362.5	8  	673   	156.051
82 	682   	4977.66	82 	48158.1	4345.6 	4332.56	682   	3558.71	384.776	82 	947 	372.5	10 	682   	162.211
83 	675   	4835.47	83 	58656.5	4345.54	4332.56	675   	3456.34	388.123	83 	813 	375  	7  	675   	158.934
84 	675   	5159.51	84 	46029.8	4345.14	4332.43	675   	4251.03	384.927	84 	919 	380.5	8  	675   	165.523
85 	673   	5006.59	85 	66387.4	4344.65	4332.43	673   	4045.07	383.84 	85 	919 	379  	11 	673   	172.444
86 	674   	5198.51	86 	38221.5	4343.63	4332.42	674   	4315.61	373.41 	86 	917 	374  	8  	674   	166.595
87 	677   	4924.24	87 	49265.1	4342.23	4332.42	677   	3441.22	357.377	87 	917 	354  	8  	677   	174.232
88 	664   	5213.46	88 	68644.1	4340.71	4332.42	664   	4671.37	337.599	88 	917 	311  	8  	664   	179.556
89 	669   	4992.61	89 	40381.2	4337.93	4332.32	669   	3564.61	307.341	89 	917 	265  	9  	669   	171.761
90 	669   	5111.71	90 	63760.4	4333.02	4327.71	669   	4207.23	273.904	90 	833 	240  	8  	669   	154.834
91 	682   	5741.52	91 	66854  	4332.56	4327.7 	682   	5792.84	242.321	91 	816 	230  	7  	682   	128.184
92 	673   	5515.2 	92 	52462.1	4332.56	4327.7 	673   	4977.65	226.084	92 	795 	223  	7  	673   	112.719
93 	676   	5451.16	93 	39335.8	4332.56	4327.7 	676   	4654.73	229.833	93 	632 	228.5	8  	676   	106.594
94 	678   	5602.87	94 	74959.7	4332.56	4327.7 	678   	6056.42	244.134	94 	603 	239  	7  	678   	111.005
95 	679   	5353.2 	95 	53936.6	4332.54	4327.7 	679   	4637.89	256.853	95 	668 	255.5	7  	679   	112.178
96 	673   	5369.28	96 	52694.6	4332.43	4324.74	673   	4841.26	261.317	96 	693 	258.5	7  	673   	117.497
97 	680   	5294.7 	97 	76042.3	4332.42	4319.86	680   	5153.71	269.734	97 	657 	265  	7  	680   	116.461
98 	675   	5333.65	98 	48278.4	4332.31	4319.14	675   	4820.83	266.869	98 	658 	259  	7  	675   	111.693
99 	688   	5439.49	99 	51390.1	4328.53	4318.95	688   	5046.43	266.807	99 	710 	258  	7  	688   	112.379
100	681   	5309.87	100	58767.7	4328.08	4314.18	681   	4950.33	266.591	100	596 	259  	7  	681   	109.651
101	668   	5136.17	101	35855.5	4327.7 	4306.78	668   	3466.81	276.983	101	730 	269  	7  	668   	113.833
102	679   	5447.02	102	89588  	4327.7 	4306.78	679   	5587.54	294.741	102	741 	288  	7  	679   	119.986
103	681   	4840.33	103	38358.8	4327.7 	4306.51	681   	2835.62	304.406	103	760 	296  	7  	681   	126.601
104	668   	5191.8 	104	55657.4	4327.7 	4306.51	668   	4528.53	309.991	104	797 	296  	7  	668   	132.332
105	674   	5114.96	105	47366.8	4327.7 	4306.51	674   	4009.94	319.907	105	808 	308  	8  	674   	140.449
106	678   	5404.14	106	93030.1	4322.03	4306.51	678   	5537.78	321.581	106	861 	308.5	9  	678   	136.099
107	681   	5290.69	107	57637.2	4319.88	4306.51	681   	4708.07	325.121	107	919 	312.5	9  	681   	136.943
108	684   	5234.83	108	55410.5	4319.18	4304.15	684   	4490.54	326.653	108	993 	316  	8  	684   	139.469
109	676   	4971.71	109	77503.9	4318.69	4304.03	676   	4212.1 	327.657	109	918 	323.5	7  	676   	124.698
110	674   	5063.33	110	68153.1	4308.57	4304.03	674   	4585.11	322.796	110	683 	323.5	7  	674   	118.239
Red: exp((0.8646712236385623-x), 2) Green: 0.3678731648565954 Blue: exp((0.4938469111221948-perlin_noise((-((-x)/cos(exp((perlin_noise(tan(0.3678731648565954), (-x))-tan((-(-0.6779160066821113)))), 2)))), perlin_noise((cos(log(x))-x), gt((lt(sin(0.5501474989760504), lt(y, lt(x, log(cos(exp((-(-0.7421950640293395)), 2))))))-0.5501474989760504), (lt(abs(gt(perlin_noise(log(cos(sin(((-0.550820080443178)+y)))), perlin_noise(cos(tan(perlin_noise(tan(tan(tan((-0.1403229100589538)))), 0.4318689003127112))), exp(abs(((-0.9545701467818926)*(-0.9327275711437779))), 2))), sin(exp(gt((-lt((-0.6611692182437625), x)), tan(lt(y, x))), 2)))), lt((sin(perlin_noise((-perlin_noise(x, 0.7977980120802206)), ((exp(perlin_noise(x, 0.9358729002782791), 2)/(perlin_noise(exp(log(cos(tan((gt(lt(gt(0.8646712236385623, tan(0.14279568939532084)), (sin(0.21655753254741006)+(y-y))), (-sin(lt(x, (-0.17459936014971023)))))-((gt(tan(tan((-0.5015753749632823))), log((-0.6764776274845856)))*(log(x)+(y*(-0.016844402247361057))))/abs(exp(log(x), 2))))))), 2), gt(gt((-0.283604737126703), ((-0.3222074782513056)/y)), (gt(0.8796718320342072, x)-sin(lt(lt((abs((-0.2557966770514317))+(0.9628779828998588/x)), gt((-x), abs(x))), cos((-log(y))))))))*(-0.7188997665354546)))*((sin(abs((-log(cos(perlin_noise(((y-0.8706184406920925)+(y*x)), (gt((-0.9686559331289508), x)*0.283604737126703)))))))+gt(gt((-0.283604737126703), ((-0.3222074782513056)/y)), (gt(0.8796718320342072, x)-sin(y))))-(-perlin_noise(lt(x, x), (sin(perlin_noise((-perlin_noise(x, 0.7977980120802206)), x))/tan(tan(tan((cos((lt((-(((-0.26465978101001064)/0.2651319135032517)+y)), lt(log(0.2617229336577447), exp(0.13732037760932259, 2)))+lt(cos((x+y)), abs(perlin_noise(x, 0.6102872654091964)))))*(-(perlin_noise(((-0.1350317556139089)*gt(y, y)), (abs(x)+(y/x)))-lt(abs(exp(y, 2)), tan((-0.07489170000507328))))))))))))))))/(-x)), lt(gt(perlin_noise(((-0.1403229100589538)*0.4934834209273229), abs(x)), tan(sin(x))), log(exp(lt(x, (-0.17459936014971023)), 2)))))-0.731629715897558))))), 2)
toColour(exp((0.8646712236385623-x), 2), 0.3678731648565954, exp((0.4938469111221948-perlin_noise((-((-x)/cos(exp((perlin_noise(tan(0.3678731648565954), (-x))-tan((-(-0.6779160066821113)))), 2)))), perlin_noise((cos(log(x))-x), gt((lt(sin(0.5501474989760504), lt(y, lt(x, log(cos(exp((-(-0.7421950640293395)), 2))))))-0.5501474989760504), (lt(abs(gt(perlin_noise(log(cos(sin(((-0.550820080443178)+y)))), perlin_noise(cos(tan(perlin_noise(tan(tan(tan((-0.1403229100589538)))), 0.4318689003127112))), exp(abs(((-0.9545701467818926)*(-0.9327275711437779))), 2))), sin(exp(gt((-lt((-0.6611692182437625), x)), tan(lt(y, x))), 2)))), lt((sin(perlin_noise((-perlin_noise(x, 0.7977980120802206)), ((exp(perlin_noise(x, 0.9358729002782791), 2)/(perlin_noise(exp(log(cos(tan((gt(lt(gt(0.8646712236385623, tan(0.14279568939532084)), (sin(0.21655753254741006)+(y-y))), (-sin(lt(x, (-0.17459936014971023)))))-((gt(tan(tan((-0.5015753749632823))), log((-0.6764776274845856)))*(log(x)+(y*(-0.016844402247361057))))/abs(exp(log(x), 2))))))), 2), gt(gt((-0.283604737126703), ((-0.3222074782513056)/y)), (gt(0.8796718320342072, x)-sin(lt(lt((abs((-0.2557966770514317))+(0.9628779828998588/x)), gt((-x), abs(x))), cos((-log(y))))))))*(-0.7188997665354546)))*((sin(abs((-log(cos(perlin_noise(((y-0.8706184406920925)+(y*x)), (gt((-0.9686559331289508), x)*0.283604737126703)))))))+gt(gt((-0.283604737126703), ((-0.3222074782513056)/y)), (gt(0.8796718320342072, x)-sin(y))))-(-perlin_noise(lt(x, x), (sin(perlin_noise((-perlin_noise(x, 0.7977980120802206)), x))/tan(tan(tan((cos((lt((-(((-0.26465978101001064)/0.2651319135032517)+y)), lt(log(0.2617229336577447), exp(0.13732037760932259, 2)))+lt(cos((x+y)), abs(perlin_noise(x, 0.6102872654091964)))))*(-(perlin_noise(((-0.1350317556139089)*gt(y, y)), (abs(x)+(y/x)))-lt(abs(exp(y, 2)), tan((-0.07489170000507328))))))))))))))))/(-x)), lt(gt(perlin_noise(((-0.1403229100589538)*0.4934834209273229), abs(x)), tan(sin(x))), log(exp(lt(x, (-0.17459936014971023)), 2)))))-0.731629715897558))))), 2))
4304.028648376465
Run 4/10
   	      	                        fitness                        	                          size                         
   	      	-------------------------------------------------------	-------------------------------------------------------
gen	nevals	avg    	gen	max    	med    	min    	nevals	std    	avg    	gen	max 	med	min	nevals	std    
0  	700   	52136.3	0  	97418.9	51814.1	15784.8	700   	14103.6	205.314	0  	1050	141	18 	700   	178.542
1  	676   	45092.7	1  	87165.4	45433.6	15728.1	676   	11718.4	213.794	1  	889 	156	14 	676   	175.827
2  	678   	39402  	2  	77463.8	39154.1	15728.1	678   	9947.85	228.033	2  	935 	174.5	12 	678   	174.449
3  	678   	34736.7	3  	71518.1	33898.2	15316.1	678   	8383.27	226.67 	3  	986 	176.5	10 	678   	169.172
4  	681   	30511.9	4  	81801.3	30341.2	15316.1	681   	7631.36	231.32 	4  	1027	195  	8  	681   	156.229
5  	692   	26982.4	5  	57694.6	26985.1	15039.1	692   	6581.64	233.75 	5  	1050	193  	20 	692   	152.72 
6  	678   	24527  	6  	55876.5	24316.3	13983  	678   	6463.42	221.773	6  	713 	193  	14 	678   	134.4  
7  	677   	21959.1	7  	54549.2	21103.8	13983  	677   	5475.12	220.729	7  	686 	205  	14 	677   	126.379
8  	677   	20577.2	8  	63220.1	19532.5	13983  	677   	5329.35	219.561	8  	731 	200.5	16 	677   	127.046
9  	684   	19140.3	9  	89173.9	17798.1	13792.1	684   	5529.14	222.591	9  	730 	208  	9  	684   	126.51 
10 	681   	17980.8	10 	65058.4	16736.3	8681.57	681   	4787.45	235.769	10 	734 	228  	16 	681   	125.044
11 	679   	17015.8	11 	44862.9	16113.1	8681.57	679   	3710.94	242.076	11 	670 	234  	18 	679   	120.618
12 	679   	16504.7	12 	43633.2	15766.7	8681.57	679   	3520.36	258.18 	12 	801 	244.5	23 	679   	127.872
13 	675   	16048.7	13 	43100.2	15434.1	8338.64	675   	3926.81	279.319	13 	777 	266  	32 	675   	137.027
14 	671   	15507  	14 	51611.1	15188.9	8132.92	671   	3383.95	286.491	14 	737 	274.5	26 	671   	142.09 
15 	678   	15193.8	15 	44221.7	14844.7	8042.49	678   	4060.76	285.353	15 	781 	271.5	14 	678   	139.75 
16 	683   	14585.2	16 	41983  	14446.8	7080.3 	683   	3997.6 	276.293	16 	787 	264  	13 	683   	136.43 
17 	678   	13927.5	17 	45205  	13971.4	6855.37	678   	4247.94	276.02 	17 	688 	261.5	23 	678   	132.159
18 	685   	13576.2	18 	74155.5	13594.2	6778.34	685   	5612.01	270.751	18 	671 	263.5	15 	685   	128.873
19 	686   	101757 	19 	6.25137e+07	12017.5	6778.34	686   	2.36064e+06	268.386	19 	654 	261  	13 	686   	124.09 
20 	683   	11831  	20 	42765.4    	10580  	6637.49	683   	4487.92    	270.08 	20 	726 	256  	13 	683   	128.232
21 	677   	11442.4	21 	55378.9    	9850.9 	6074.53	677   	5631.64    	280.75 	21 	749 	264.5	9  	677   	128.734
22 	678   	10966.9	22 	63668.1    	9256.39	6068.28	678   	5935.61    	285.49 	22 	804 	266.5	37 	678   	129.084
23 	665   	10122.2	23 	56341.7    	8710.7 	6068.28	665   	5089.8     	294.447	23 	698 	277.5	37 	665   	131.341
24 	677   	9595.84	24 	48587.7    	8463.69	6055.86	677   	4523.34    	302.619	24 	724 	286  	19 	677   	136.234
25 	677   	9472.69	25 	42567.4    	8221.4 	5819.24	677   	4838.94    	313.346	25 	798 	303  	34 	677   	138.442
26 	670   	9032.07	26 	63655.9    	7895.31	5614.16	670   	4758.99    	309.91 	26 	866 	302  	40 	670   	136.787
27 	670   	8687.41	27 	76515.9    	7157.41	5610.08	670   	5707.21    	306.676	27 	866 	308  	14 	670   	132.608
28 	672   	8529.01	28 	42850      	6947.93	5543.56	672   	5046.36    	302.689	28 	825 	313  	33 	672   	126.944
29 	674   	8372.13	29 	45183.5    	6779.84	5543.56	674   	5311.59    	295.497	29 	867 	298.5	35 	674   	125.247
30 	677   	8187.74	30 	49167.7    	6590.18	5538.88	677   	5379.02    	291.391	30 	878 	285  	14 	677   	122.182
31 	673   	7909.44	31 	50882.1    	6395.64	5210.8 	673   	5012.59    	301.827	31 	749 	305  	15 	673   	125.557
32 	679   	7977.69	32 	39688      	6233.79	4840.67	679   	4854.09    	299.139	32 	835 	286.5	35 	679   	132.228
33 	678   	7789.41	33 	70425.6    	6081.76	4840.67	678   	5434.13    	296.394	33 	835 	278.5	22 	678   	128.818
34 	673   	7441.28	34 	49769      	6058.19	4840.67	673   	4535.9     	292.007	34 	846 	263  	11 	673   	132.427
35 	685   	7596.08	35 	49529.9    	5999.36	4792.27	685   	5184.98    	288.034	35 	837 	259  	23 	685   	129.427
36 	682   	7324.12	36 	38434.7    	5938.44	4294.21	682   	4537.29    	289.941	36 	837 	260  	27 	682   	129.426
37 	683   	7390.82	37 	40522.2    	5820.53	4294.21	683   	5187.26    	290.49 	37 	758 	264.5	27 	683   	126.428
38 	680   	7302.15	38 	48309.1    	5723.14	4293.14	680   	5483.21    	291.109	38 	756 	278  	34 	680   	119.7  
39 	679   	7113.86	39 	55167.4    	5443.88	4236.66	679   	5384.65    	296.361	39 	766 	285  	36 	679   	115.518
40 	682   	6797.31	40 	39192.1    	5210.8 	4236.66	682   	4794.09    	298.396	40 	810 	290  	37 	682   	114.691
41 	670   	7010.51	41 	55700.7    	5041.84	4176.25	670   	5993.39    	303.411	41 	881 	296  	27 	670   	109.964
42 	668   	6442.19	42 	43675.9    	4840.67	4176.25	668   	4847.85    	298.756	42 	708 	293.5	36 	668   	103.02 
43 	679   	6288.03	43 	47057.3    	4836   	4113.75	679   	5024.94    	301.404	43 	662 	295.5	35 	679   	102.854
44 	666   	6392.68	44 	39911.6    	4787.28	4097.77	666   	5077.71    	308.56 	44 	712 	300  	44 	666   	103.246
45 	688   	6095.06	45 	46409.6    	4738.08	4097.77	688   	4792.36    	316.979	45 	726 	310  	33 	688   	110.036
46 	680   	6266.63	46 	47148.2    	4374.79	4097.16	680   	5278.37    	327.603	46 	653 	320.5	12 	680   	112.308
47 	674   	5941.26	47 	61475.7    	4294.21	4034.16	674   	5437.36    	343.904	47 	835 	335  	36 	674   	122.262
48 	681   	5483.02	48 	33687.4    	4291.97	4034.16	681   	3799.46    	360.25 	48 	867 	352  	33 	681   	132.275
49 	680   	5491.91	49 	43682.6    	4286.06	4034.16	680   	4487.17    	375.064	49 	870 	360  	47 	680   	151.948
50 	680   	5203.69	50 	37601.3    	4236.66	3999.38	680   	3492.39    	397.097	50 	870 	373  	41 	680   	157.107
51 	674   	5255.59	51 	35574      	4202.74	3999.38	674   	3930.45    	423.544	51 	936 	391  	40 	674   	166.755
52 	671   	5284.42	52 	36784.2    	4143.81	3999.38	671   	4343.74    	463.746	52 	936 	442  	44 	671   	168.034
53 	673   	4815.22	53 	47196.5    	4099.32	3999.38	673   	3304.92    	504.273	53 	990 	510.5	13 	673   	170.345
54 	669   	5012.71	54 	37635.7    	4097.76	3994.25	669   	3721.67    	530.133	54 	1060	562  	41 	669   	167.036
55 	680   	5308.43	55 	55970.7    	4091.9 	3994.25	680   	5202.38    	546.777	55 	1059	574.5	40 	680   	160.047
56 	673   	4680.78	56 	33312.9    	4034.85	3994.25	673   	2778.94    	566.293	56 	1057	590.5	56 	673   	149.248
57 	678   	4923.94	57 	40058.3    	4034.16	3945.79	678   	3584.07    	581.474	57 	1059	601  	26 	678   	149.452
58 	676   	4895.28	58 	46628.7    	4028.21	3945.78	676   	3912.95    	577.887	58 	1094	600  	100	676   	147.511
59 	681   	4795.7 	59 	48785.9    	4004.65	3938.43	681   	3454.08    	580.314	59 	1094	607  	42 	681   	145.207
60 	689   	4751.86	60 	32110      	3999.38	3928.87	689   	3170.06    	594.904	60 	1093	616.5	104	689   	147.636
61 	679   	4821.24	61 	37524      	3999.38	3921.99	679   	3755.09    	606.406	61 	1014	621  	45 	679   	150.836
62 	665   	4810.01	62 	46919.5    	3995.07	3916.85	665   	3598.92    	621.817	62 	992 	639  	15 	665   	156.523
63 	673   	4572.8 	63 	32487.9    	3994.25	3878.92	673   	2653.34    	623.069	63 	1009	652  	73 	673   	172.879
64 	680   	4662.39	64 	36113.7    	3987.99	3877.07	680   	3203.05    	627.36 	64 	1144	668  	113	680   	188.153
65 	667   	4671.77	65 	37040.3    	3961.17	3874.76	667   	3258.97    	629.389	65 	1118	677.5	65 	667   	202.826
66 	676   	4806.81	66 	51928.1    	3945.78	3874.76	676   	4110.76    	636.131	66 	1092	695  	15 	676   	220.627
67 	673   	4990.31	67 	43542.5    	3945.18	3874.76	673   	4341.11    	620.754	67 	1227	693  	13 	673   	234.923
68 	676   	4824.72	68 	40698.2    	3939.32	3866.66	676   	3750.62    	602.86 	68 	1228	677.5	71 	676   	245.309
69 	668   	4957.48	69 	74935.5    	3938.43	3866.66	668   	4411.84    	573.279	69 	1279	664  	12 	668   	256.013
70 	682   	4956.68	70 	32432.1    	3937.53	3862.76	682   	3530.08    	558.497	70 	1285	629  	45 	682   	258.177
71 	680   	4867.95	71 	35339.6    	3933.35	3862.76	680   	3156.8     	542.4  	71 	1291	559.5	56 	680   	261.572
72 	686   	4972.63	72 	61078.5    	3925.26	3853.74	686   	4487.24    	543.217	72 	1287	546  	57 	686   	257.931
73 	681   	5204.6 	73 	79824.5    	3918.89	3853.74	681   	5219.19    	527.019	73 	1290	510.5	43 	681   	257.038
74 	678   	5297.93	74 	37404.1    	3910.08	3843.57	678   	4647.18    	530.96 	74 	1331	533.5	27 	678   	258.957
75 	668   	4955.81	75 	36565.7    	3896.48	3843.57	668   	3802.64    	563.027	75 	1276	599.5	49 	668   	252.397
76 	677   	4925.76	76 	77020.4    	3882.97	3843.57	677   	4597.49    	577.111	76 	1247	597.5	69 	677   	244.35 
77 	670   	4501.89	77 	30449.3    	3867.43	3843.57	670   	2593.31    	616.103	77 	1309	644.5	48 	670   	238.515
78 	676   	4813.98	78 	35400.6    	3866.61	3843.25	676   	3761.89    	634.466	78 	1314	667  	92 	676   	231.339
79 	681   	4895.7 	79 	53043.8    	3863.38	3800.53	681   	4341.48    	660.366	79 	1311	712.5	89 	681   	221.336
80 	680   	4605.97	80 	34536.9    	3862.76	3784.46	680   	3018.48    	662.13 	80 	1106	713.5	102	680   	215.616
81 	670   	6063.56	81 	986705     	3861.43	3784.46	670   	37251.5    	653.961	81 	1056	704  	81 	670   	224.736
82 	682   	4816.67	82 	49901.5    	3858.27	3777.35	682   	4267.82    	665.674	82 	1301	743.5	17 	682   	235.958
83 	679   	4633.02	83 	62052.2    	3858.27	3773.52	679   	3713.81    	674.224	83 	1201	755.5	66 	679   	240.13 
84 	672   	4997.67	84 	49463.6    	3858.26	3773.52	672   	4438.36    	663.85 	84 	1201	748  	21 	672   	243.435
85 	677   	4608.88	85 	35341.7    	3857.36	3773.52	677   	2870.13    	656.439	85 	1222	734  	48 	677   	241.085
86 	674   	14921.2	86 	7.32799e+06	3855.13	3772.26	674   	276620     	647.013	86 	1306	668  	108	674   	236.361
87 	672   	4644.6 	87 	36517.2    	3850.15	3728.36	672   	3314.45    	624.353	87 	1287	621.5	95 	672   	224.106
88 	663   	4676.71	88 	56077.3    	3842.37	3728.36	663   	4039.83    	591.146	88 	1290	586  	20 	663   	209.95 
89 	677   	4297.37	89 	29822.9    	3793.03	3728.36	677   	2261.08    	570.697	89 	1323	575  	107	677   	194.544
90 	685   	4618.91	90 	59255.3    	3784.46	3727.53	685   	3629.02    	547.139	90 	1318	565  	104	685   	174.195
91 	674   	4589.58	91 	35281.6    	3783.86	3727.3 	674   	3305.46    	546.79 	91 	1318	559.5	89 	674   	161.907
92 	667   	4344.47	92 	35326.8    	3777.95	3727.3 	667   	2928.16    	559.907	92 	934 	567  	116	667   	138.922
93 	678   	4704.53	93 	51900      	3777.35	3669.62	678   	3936.7     	547.331	93 	1034	549.5	10 	678   	146.031
94 	677   	4767.7 	94 	40361.1    	3776.86	3669.39	677   	4003.55    	533.456	94 	1011	541.5	58 	677   	153.066
95 	671   	4818.89	95 	63977.5    	3774.73	3598.68	671   	4520.16    	526.699	95 	1101	535.5	64 	671   	160.341
96 	676   	4691.48	96 	37271.9    	3772.28	3598.68	676   	3677.61    	521.74 	96 	1048	533  	117	676   	153.634
97 	675   	4872.47	97 	48220.1    	3772.24	3598.67	675   	4184.6     	505.124	97 	1067	529.5	17 	675   	166.661
98 	676   	4636.18	98 	47479.9    	3745.5 	3598.61	676   	3565.65    	504.587	98 	983 	533  	76 	676   	168.418
99 	676   	4688.53	99 	37253      	3728.36	3590.74	676   	3679.45    	501.074	99 	1029	532  	109	676   	173.012
100	676   	4573.91	100	37211.4    	3728.35	3590.51	676   	3311.13    	496.446	100	1015	533.5	48 	676   	189.618
101	683   	4565.51	101	35082.1    	3728.16	3590.51	683   	3373.5     	489.093	101	1017	539  	59 	683   	188.39 
102	677   	4899.1 	102	65962      	3727.53	3588.47	677   	5133.4     	469.016	102	926 	496.5	31 	677   	195.701
