"C:\Users\WhizKid2004\PycharmProjects\4P82 A2\venv\Scripts\python.exe" "C:\Users\WhizKid2004\PycharmProjects\4P82 A2\islandExperiment\seededRuns.py" 
Unseeded Runs:
Run 1/10
   	      	                        fitness                        	                          size                         
   	      	-------------------------------------------------------	-------------------------------------------------------
gen	nevals	avg    	gen	max    	med    	min    	nevals	std    	avg    	gen	max 	med	min	nevals	std    
4069.075180053711
Run 6/10
   	      	                        fitness                        	                          size                         
   	      	-------------------------------------------------------	-------------------------------------------------------
gen	nevals	avg    	gen	max    	med    	min    	nevals	std    	avg   	gen	max	med  	min	nevals	std    
0  	700   	51084.9	0  	93556.1	50820.7	19420.4	700   	13858.4	211.63	0  	875	143.5	18 	700   	179.593
1  	683   	43820  	1  	81605.2	43913.6	18333.5	683   	10923.2	209.946	1  	936	144  	14 	683   	175.403
2  	686   	38609.5	2  	75784.9	37938  	18007  	686   	9429.47	210.841	2  	940	137  	12 	686   	182.139
3  	675   	34176.2	3  	74170.2	33466.8	13508.4	675   	8322.28	215.479	3  	880	144.5	14 	675   	178.078
4  	675   	30672  	4  	62730  	29703.7	13508.4	675   	7050.14	230.747	4  	939	152.5	6  	675   	189.722
5  	674   	28040.2	5  	67472.3	27344.3	11791.1	674   	6651.25	248.717	5  	786	170  	9  	674   	196.111
6  	670   	25774.7	6  	53660.8	25257.8	11627.1	670   	5752.7 	262.73 	6  	815	195  	8  	670   	193.608
7  	685   	24101.2	7  	54760  	23607.8	11627.1	685   	5886.79	288.963	7  	896	226  	6  	685   	206.916
8  	680   	22671  	8  	63362.2	22634  	11627.1	680   	6283.76	297.451	8  	1001	269  	9  	680   	203.608
9  	674   	20716.8	9  	59289.4	20647.9	11607.8	674   	5646.29	298.67 	9  	925 	280.5	18 	674   	186.182
10 	673   	19164.9	10 	47783.5	18242.2	10956.5	673   	5352.64	305.276	10 	906 	313.5	20 	673   	165.685
11 	691   	17842.7	11 	64064.6	17337.5	10856.7	691   	5820.28	311.384	11 	881 	328  	20 	691   	154.422
12 	681   	16501.4	12 	67093.8	14726.3	10430.8	681   	5678.21	325.774	12 	758 	340  	24 	681   	149.685
13 	680   	15517.5	13 	82544  	14128.7	9400.36	680   	5507.62	338.734	13 	795 	351.5	9  	680   	147.95 
14 	678   	14671.1	14 	56452.1	12832.7	7072.85	678   	5387.38	343.85 	14 	810 	351.5	8  	678   	145.814
15 	679   	13818.4	15 	43708.8	12685.9	7072.6 	679   	4101.44	346.303	15 	813 	334  	37 	679   	149.537
16 	682   	13461.3	16 	44029.9	12541.9	7072.6 	682   	4494.46	346.857	16 	795 	339  	32 	682   	151.431
17 	681   	12927.1	17 	38483  	12345  	7061.14	681   	4093.66	364.381	17 	954 	357.5	31 	681   	156.318
18 	672   	12334.7	18 	45069.3	11734.9	7061.14	672   	4026.28	390.39 	18 	1063	369  	33 	672   	177.461
19 	683   	12059.8	19 	57853.4	11043.3	7061.14	683   	5157.22	414.554	19 	971 	401.5	39 	683   	184.831
20 	674   	11172.3	20 	44927.9	10374.3	6960.32	674   	4752.83	443.103	20 	1039	428  	31 	674   	198.189
21 	683   	10535.9	21 	42385.7	9773.57	6960.32	683   	4532.35	477.449	21 	1150	445.5	43 	683   	221.44 
22 	678   	9664.28	22 	41199.7	9262.28	6960.32	678   	3956.4 	548.021	22 	1213	532  	55 	678   	239.937
23 	672   	8994.55	23 	43157.5	7387.68	6532.03	672   	4128.57	620.356	23 	1291	624.5	60 	672   	259.001
24 	674   	8224.32	24 	41501.6	7075.9 	6529.7 	674   	2943.13	704.733	24 	1339	724  	25 	674   	243.078
25 	682   	7795.17	25 	37690.3	7066.77	6398.21	682   	2881.23	782.201	25 	1339	765  	195	682   	220.805
26 	675   	7561.51	26 	39458.8	7061.14	5279.24	675   	2935.75	821.779	26 	1545	790  	232	675   	203.54 
27 	674   	7337.76	27 	37604  	7046.7 	5279.24	674   	2336.79	823.377	27 	1392	792.5	262	674   	197.885
28 	677   	7318.92	28 	39730.8	6961.78	5279.24	677   	2616.48	827.421	28 	1394	796.5	105	677   	206.081
29 	681   	7358   	29 	37937  	6952.25	5273.64	681   	2878.54	817.501	29 	1375	783  	212	681   	206.177
30 	684   	7146.84	30 	46210.4	6565.49	5273.64	684   	3313.97	827.05 	30 	1404	791.5	13 	684   	195.637
31 	667   	6867.06	31 	39320.7	6529.7 	4877.13	667   	2543.39	843.934	31 	1414	814  	89 	667   	206.219
32 	679   	6579.72	32 	33545.5	6436.23	4877.13	679   	1964.41	866.313	32 	1524	839  	104	679   	201.336
33 	679   	6504.03	33 	38972.9	6328.61	4877.13	679   	2797.97	869.399	33 	1544	847.5	254	679   	207.09 
34 	678   	6213.11	34 	66570.5	5821.88	4489.74	678   	3221   	856.923	34 	1547	850  	23 	678   	202.028
35 	680   	5909.31	35 	33883.8	5359.05	4489.74	680   	2298.52	845.163	35 	1590	849  	231	680   	187.188
36 	679   	5873.66	36 	43815.2	5279.86	4489.74	679   	3102.09	841.254	36 	1622	867  	205	679   	188.198
37 	664   	5762.21	37 	41415  	5273.66	4487.47	664   	2915.8 	851.506	37 	1301	874  	51 	664   	173.313
38 	680   	5370.22	38 	28963.9	5272.75	4462.46	680   	1676.89	876.917	38 	1361	892  	236	680   	167.958
39 	677   	5245.4 	39 	38184.3	4939.23	4361.06	677   	1861.05	914.467	39 	1491	924.5	269	677   	152.905
40 	676   	5139.96	40 	33551.8	4877.13	4350.41	676   	1934.37	929.82 	40 	1493	942  	267	676   	152.917
41 	676   	4993.22	41 	35507  	4734.38	4350.41	676   	1787.3 	920.777	41 	1508	935  	143	676   	166.233
42 	679   	5025.51	42 	66528.3	4489.74	3463.97	679   	2942.24	908.041	42 	1346	923  	29 	679   	168.6  
43 	678   	4810.23	43 	25724.3	4487.47	3463.97	678   	1628.91	905.74 	43 	1407	918.5	179	678   	176.04 
44 	687   	4827.76	44 	37671.6	4469.5 	3446.41	687   	1947.47	902.659	44 	1382	918.5	192	687   	185.634
45 	670   	4704.29	45 	26925.8	4451.55	3446.41	670   	1654.16	911.697	45 	1455	926  	245	670   	194.936
46 	677   	4632.55	46 	18238.3	4424.04	3446.41	677   	1302.19	914.966	46 	1370	932  	217	677   	191.801
47 	676   	4668.5 	47 	42251.1	4362.02	3429.41	676   	2356.59	933.62 	47 	1370	951  	203	676   	189.262
48 	680   	4593.11	48 	38509.3	4359.04	3429.41	680   	2163.48	956.314	48 	1450	970.5	219	680   	191.551
49 	677   	4341.22	49 	32592.9	4300.39	3365.49	677   	1872.39	976.07 	49 	1478	986  	75 	677   	196.098
50 	676   	4169.15	50 	65595.7	3779.91	3306.36	676   	2714.27	1007.07	50 	1547	1009.5	104	676   	189.525
51 	680   	4073.9 	51 	45604.9	3463.16	3306.36	680   	2883.21	1046.71	51 	1561	1091.5	26 	680   	210.966
52 	687   	3762.56	52 	38526.5	3446.41	3306.29	687   	1726.85	1094.29	52 	1589	1143  	269	687   	203.862
53 	691   	3654.4 	53 	40987  	3432.6 	3305.19	691   	1702.62	1119.79	53 	1587	1153  	26 	691   	194.122
54 	675   	3678.5 	54 	30901.1	3429.36	3268.92	675   	1714.93	1103.38	54 	1720	1146  	541	675   	189.348
55 	660   	3752.49	55 	65111.6	3397.1 	3268.92	660   	2969.84	1083.89	55 	1594	1123  	52 	660   	202.144
56 	671   	3662.45	56 	31602.8	3366.35	3268.92	671   	1968.04	1044.08	56 	1579	1056  	191	671   	210.924
57 	679   	3554.23	57 	20762.9	3326.18	3253.77	679   	1307.87	1005.74	57 	1579	989.5 	174	679   	211.072
58 	682   	3532.88	58 	37543.6	3312.04	3253.77	682   	1716.57	965.987	58 	1667	920   	340	682   	200.326
59 	677   	3498.09	59 	23465.8	3306.33	3122.85	677   	1165.02	920.407	59 	1614	897   	189	677   	176.701
60 	670   	3755.17	60 	37172.9	3305.19	3122.63	670   	2706.4 	899.713	60 	1518	886.5 	282	670   	175.357
61 	674   	3708.46	61 	29151.8	3292.37	3110.49	674   	2251.44	895.081	61 	1449	885.5 	330	674   	164.952
62 	676   	3669.51	62 	29657.1	3277.12	3110.08	676   	2107.64	878.169	62 	1403	870.5 	328	676   	181.066
63 	687   	3794.44	63 	32670.7	3268.92	3109.45	687   	2607.95	886.19 	63 	1393	881   	189	687   	196.009
64 	685   	3654.2 	64 	30278.5	3260.81	3084.46	685   	2193.72	911.359	64 	1448	905   	168	685   	196.555
65 	689   	3607   	65 	33917.3	3251.28	3084.46	689   	2153.12	916.489	65 	1519	909.5 	172	689   	201.251
66 	678   	3541.29	66 	36418.7	3242.16	3063.59	678   	2072.56	907.53 	66 	1566	912   	168	678   	194.356
67 	665   	3549.37	67 	33748.5	3127.49	3063.44	665   	2049.41	892.626	67 	1595	904.5 	195	665   	177.875
68 	685   	3440.36	68 	19708.7	3122.28	2888.28	685   	1632.53	877.187	68 	1431	902   	358	685   	153.488
69 	670   	3430.19	69 	17845.8	3110.54	2690.39	670   	1565.52	883.549	69 	1350	909   	264	670   	154.454
70 	691   	3696.8 	70 	37321.1	3110.07	2690.39	691   	3198.32	894.501	70 	1160	924   	266	691   	142.28 
71 	682   	3283.11	71 	30787.4	3105.14	2690.33	682   	1366.45	929.257	71 	1381	943   	399	682   	125.953
72 	675   	3486.54	72 	37913.2	3084.56	2683.17	675   	2521.66	938.789	72 	1388	950.5 	379	675   	142.62 
73 	671   	3444.62	73 	83489.9	3083.54	2682.77	671   	3633.43	943.446	73 	1584	957   	203	671   	158.266
74 	685   	3248.52	74 	18319.7	3063.63	2654.65	685   	1575.32	944.869	74 	1549	959   	343	685   	160.904
75 	680   	3179.26	75 	26976.5	3015.07	2652.25	680   	1489.15	936.066	75 	1575	951   	352	680   	173.452
76 	676   	3365.6 	76 	41829.5	2886.17	2638.21	676   	2594.55	909.547	76 	1606	899   	358	676   	176.422
77 	682   	3215.79	77 	32511.2	2753.92	2633.63	682   	2310.59	884.356	77 	1457	875.5 	301	682   	182.384
78 	686   	3080.54	78 	60836.6	2690.41	2562.1 	686   	2759.45	844.863	78 	1404	835   	24 	686   	168.6  
79 	681   	3113.62	79 	37751.4	2688.88	2562.1 	681   	2163.46	819.634	79 	1404	822   	118	681   	155.075
80 	676   	3137.49	80 	29793  	2683.17	2553.68	676   	2357.22	796.386	80 	1483	807   	190	676   	162.822
81 	678   	2989.54	81 	36409.8	2677.43	2553.68	678   	2192.53	773.84 	81 	1303	781   	151	678   	157.374
82 	684   	3235.5 	82 	37197.9	2654.98	2535.03	684   	2828.28	753.431	82 	1304	753   	186	684   	161.402
83 	677   	3018.8 	83 	32657.7	2642.71	2534.36	677   	2120.12	752.353	83 	1387	740   	184	677   	164.934
84 	686   	3348.76	84 	78102.5	2633.63	2411.36	686   	4724.37	747.351	84 	1370	742   	23 	686   	160.931
85 	681   	3075.98	85 	33121  	2616.8 	2359.89	681   	2300.24	750.871	85 	1318	747.5 	193	681   	158.152
86 	678   	2997.31	86 	37520.8	2595.91	2359.89	678   	2294.07	744.267	86 	1313	744.5 	134	678   	145.193
87 	678   	3066.87	87 	33807.4	2565.43	2359.89	678   	2297.5 	726.084	87 	1315	732   	293	678   	141.111
88 	680   	3180.15	88 	38096.6	2557.91	2336.97	680   	2781.31	718.586	88 	1325	724   	209	680   	144.165
89 	670   	3046.26	89 	36790.9	2550.91	2336.97	670   	2337.49	728.149	89 	1329	738   	189	670   	143.89 
90 	686   	3053.53	90 	50714.4	2541.65	2331.86	686   	3133.23	722.971	90 	1118	737.5 	45 	686   	153.144
91 	680   	2923.61	91 	28212.7	2534.33	2331.86	680   	1830.63	725.831	91 	1284	737   	181	680   	155.45 
92 	678   	3109.86	92 	37490.8	2515.95	2318.16	678   	2941.7 	717.449	92 	1134	720   	186	678   	156.935
93 	675   	2828.47	93 	18352.7	2489.76	2318.14	675   	1521.1 	710.456	93 	1168	698   	245	675   	144.234
94 	671   	2938.02	94 	36760.9	2412.2 	2313.05	671   	2416.6 	703.404	94 	1216	698   	192	671   	141.233
95 	668   	3015.47	95 	67120.7	2392.32	2247.18	668   	3371.62	703.37 	95 	1226	703   	24 	668   	140.485
96 	675   	2865.06	96 	34841.8	2359.89	2247.18	675   	2318.09	700.229	96 	1219	703.5 	177	675   	137.327
97 	676   	2859.37	97 	33776.1	2339.71	2247.17	676   	2373.82	713.916	97 	1118	714   	176	676   	136.281
98 	679   	2767.85	98 	33784.3	2336.98	2247.17	679   	2264.83	730.751	98 	1120	726   	273	679   	139.034
99 	687   	2900.07	99 	37428.2	2334.37	2193.59	687   	2751.96	727.351	99 	1185	717   	99 	687   	154.779
100	675   	2676.9 	100	29570.9	2330.15	2193.59	675   	1815.02	723.27 	100	1190	703   	210	675   	162.528
101	676   	2741.24	101	35773.4	2321.54	2192.5 	676   	2313.93	706.187	101	1221	686   	14 	676   	167.477
102	672   	2811.02	102	34248.5	2318.16	2192.5 	672   	2374.6 	687.064	102	1226	668   	52 	672   	160.358
103	671   	2689.84	103	19557.2	2311.77	2181.31	671   	1897.56	671.203	103	1142	659   	148	671   	139.267
104	679   	2685.66	104	38277.1	2302.04	2181.31	679   	2110.23	659.56 	104	1140	651   	85 	679   	142.163
105	667   	2837.99	105	28024.5	2266.95	2177.95	667   	2213.34	650.56 	105	1180	643   	142	667   	140.549
106	673   	2869.36	106	36484.5	2249.04	2177.94	673   	2632.29	655.774	106	1174	642.5 	142	673   	142.836
107	678   	2950.04	107	60382.4	2247.21	2177.94	678   	3662.22	651.301	107	1180	647   	38 	678   	137.951
108	673   	2993.99	108	75595.3	2247.08	2161.53	673   	4019.48	646.253	108	1202	645   	149	673   	136.257
109	674   	2696.01	109	33681.7	2225.63	2161.53	674   	2234.17	643.46 	109	1103	638.5 	142	674   	130.317
110	672   	2934.73	110	33710.3	2198.67	2157.64	672   	3113.04	634.143	110	1146	635   	50 	672   	132.82 
Red: gt(abs(0.3670837816870325), (-(gt(x, cos(perlin_noise((log(lt(y, (-cos(lt(x, x)))))+log((y-0.8531143480105448))), perlin_noise(gt(x, 0.17524669206130827), (x-(-perlin_noise(log(y), gt(x, (-0.15678507843401057)))))))))/x))) Green: (cos((tan(lt(sin(lt(gt((-0.20829570440880607), (exp(y, 2)+tan(perlin_noise((0.15958573008807075-(-0.04132969745792403)), tan((-perlin_noise((((exp(y, 2)-(0.04091126224871222*y))+((x-0.89523445527107)+cos(y)))+(sin((-0.5540590890397228))/exp((-0.6823803254227638), 2))), gt(gt(((x+y)+lt(x, (-0.1895083383003009))), sin((x-x))), sin((cos(0.23208803180044235)-tan(0.04733127201488152))))))))))), (gt(gt((x-(-perlin_noise((y-(-0.83639643330143)), gt(x, (-0.15678507843401057))))), (-0.3913474744285186)), (-0.9095999305123634))-gt((-x), perlin_noise((-0.710177201694616), y))))), x))+perlin_noise(exp(((-0.655563283158032)-cos((cos(((-0.8580556566265423)-exp(gt(y, log(cos(cos(gt((-0.9371480001361612), y))))), 2)))-abs(exp(abs(cos(0.1988517344191434)), 2))))), 2), (cos(x)+cos(y)))))-0.5170815997023217) Blue: gt(perlin_noise(cos((-log(sin((-0.07583867471534589))))), perlin_noise(cos(sin(perlin_noise((log(gt(x, (-0.4771929448279477)))+abs((y-(-0.83639643330143)))), gt(cos(y), (perlin_noise((perlin_noise(exp(abs(exp(gt((log((-x))-((x-y)+abs(y))), ((log((-0.0598384439536821))/((-0.6932090351875015)-0.5458274918159898))*perlin_noise(exp(0.5016466161021207, 2), (y/x)))), 2)), 2), (-(perlin_noise(sin(lt((abs(0.3404438095520803)-lt(y, y)), (cos((-0.1535902261913924))/(x-x)))), tan((sin((y-x))/log(((-0.3754571720823545)/y)))))*((abs((exp(y, 2)/(x*x)))-(lt(gt((-0.05973223882743395), y), gt(exp(y, 2), abs(x)))/(perlin_noise((-0.48327698017182685), (-0.4993097594525353))/(y*(-0.9747530836866611)))))+log(((-perlin_noise(y, (-0.4824536325823776)))/(perlin_noise(x, y)+log(y))))))))/tan(log(abs(y)))), (perlin_noise(abs(log(0.5170815997023217)), log(gt(gt(lt((-(-sin(abs(0.755464426120467)))), (0.9280783555747545+(y+gt(perlin_noise(sin((x+x)), x), (x/y))))), (-0.17146688911733676)), perlin_noise(x, (-0.06495434498705155)))))*perlin_noise(log(gt((-0.9371480001361612), y)), exp(sin(x), 2))))-sin(cos((tan(lt(y, 0.2805114055775184))-(cos(y)-perlin_noise(0.25124750903845516, x)))))))))), (-((perlin_noise(gt(exp(x, 2), sin((-0.6436733993916783))), abs(log(x)))+gt(gt(0.334158742132034, (log(cos(exp(x, 2)))+(x-perlin_noise(gt(y, x), (x/(-0.5274908085848762)))))), lt(lt(y, x), abs((-0.9542938492572934)))))-(tan(exp(abs((y/x)), 2))+(log(log((x+y)))/(sin(perlin_noise((log(lt(abs(sin((log(x)*(gt(x, gt((-x), perlin_noise((-0.710177201694616), y)))*cos(cos((-0.09640604183445234))))))), ((lt((x/0.11998810707817276), cos(x))-x)-(cos(x)+cos(y)))))*tan(log((log(sin(cos(y)))/gt((tan(x)/sin(y)), (-0.2388971699429583)))))), lt((perlin_noise(log((((x*y)+gt((-0.6749557216647823), x))/(gt((cos((-0.6830233787633264))+abs(cos(abs(log(((perlin_noise(exp(sin(y), 2), abs(y))+tan((-0.3913474744285186)))-perlin_noise(cos(log(exp(y, 2))), (exp((x-(-0.37970194757517284)), 2)/(tan(0.5570626769299483)+tan(x)))))))))), x)-tan(y)))), abs(perlin_noise(abs(log(0.5170815997023217)), log(gt(gt(log(abs((gt(exp(cos(abs((-0.755247444316222))), 2), tan(gt((-y), (-x))))/((-log(abs(y)))+gt(log(cos(y)), (abs(0.5295566923955211)+(0.26168108449259586*(-0.19221260319422817)))))))), (-0.17146688911733676)), (0.2850375661764897-(-0.9206595236345134)))))))/(tan(log(abs(sin((abs(x)-cos(cos(sin(0.8291067728588957))))))))*abs((-0.20829570440880607)))), tan(x))))+cos(y)))))))), log(tan(exp(cos(sin(exp(((sin(log(perlin_noise(abs(log(tan(cos(abs((x/x)))))), log((gt(log(exp(y, 2)), abs(perlin_noise(cos(sin(abs(lt(x, (-0.8621699341712328))))), ((-0.36474509014689893)/(-0.016830458884411925)))))-cos((-log(lt((-0.8996702220067501), (-0.91920259253699))))))))))/x)*(-sin(abs(lt(0.02766645636132803, x))))), 2))), 2))))
toColour(gt(abs(0.3670837816870325), (-(gt(x, cos(perlin_noise((log(lt(y, (-cos(lt(x, x)))))+log((y-0.8531143480105448))), perlin_noise(gt(x, 0.17524669206130827), (x-(-perlin_noise(log(y), gt(x, (-0.15678507843401057)))))))))/x))), (cos((tan(lt(sin(lt(gt((-0.20829570440880607), (exp(y, 2)+tan(perlin_noise((0.15958573008807075-(-0.04132969745792403)), tan((-perlin_noise((((exp(y, 2)-(0.04091126224871222*y))+((x-0.89523445527107)+cos(y)))+(sin((-0.5540590890397228))/exp((-0.6823803254227638), 2))), gt(gt(((x+y)+lt(x, (-0.1895083383003009))), sin((x-x))), sin((cos(0.23208803180044235)-tan(0.04733127201488152))))))))))), (gt(gt((x-(-perlin_noise((y-(-0.83639643330143)), gt(x, (-0.15678507843401057))))), (-0.3913474744285186)), (-0.9095999305123634))-gt((-x), perlin_noise((-0.710177201694616), y))))), x))+perlin_noise(exp(((-0.655563283158032)-cos((cos(((-0.8580556566265423)-exp(gt(y, log(cos(cos(gt((-0.9371480001361612), y))))), 2)))-abs(exp(abs(cos(0.1988517344191434)), 2))))), 2), (cos(x)+cos(y)))))-0.5170815997023217), gt(perlin_noise(cos((-log(sin((-0.07583867471534589))))), perlin_noise(cos(sin(perlin_noise((log(gt(x, (-0.4771929448279477)))+abs((y-(-0.83639643330143)))), gt(cos(y), (perlin_noise((perlin_noise(exp(abs(exp(gt((log((-x))-((x-y)+abs(y))), ((log((-0.0598384439536821))/((-0.6932090351875015)-0.5458274918159898))*perlin_noise(exp(0.5016466161021207, 2), (y/x)))), 2)), 2), (-(perlin_noise(sin(lt((abs(0.3404438095520803)-lt(y, y)), (cos((-0.1535902261913924))/(x-x)))), tan((sin((y-x))/log(((-0.3754571720823545)/y)))))*((abs((exp(y, 2)/(x*x)))-(lt(gt((-0.05973223882743395), y), gt(exp(y, 2), abs(x)))/(perlin_noise((-0.48327698017182685), (-0.4993097594525353))/(y*(-0.9747530836866611)))))+log(((-perlin_noise(y, (-0.4824536325823776)))/(perlin_noise(x, y)+log(y))))))))/tan(log(abs(y)))), (perlin_noise(abs(log(0.5170815997023217)), log(gt(gt(lt((-(-sin(abs(0.755464426120467)))), (0.9280783555747545+(y+gt(perlin_noise(sin((x+x)), x), (x/y))))), (-0.17146688911733676)), perlin_noise(x, (-0.06495434498705155)))))*perlin_noise(log(gt((-0.9371480001361612), y)), exp(sin(x), 2))))-sin(cos((tan(lt(y, 0.2805114055775184))-(cos(y)-perlin_noise(0.25124750903845516, x)))))))))), (-((perlin_noise(gt(exp(x, 2), sin((-0.6436733993916783))), abs(log(x)))+gt(gt(0.334158742132034, (log(cos(exp(x, 2)))+(x-perlin_noise(gt(y, x), (x/(-0.5274908085848762)))))), lt(lt(y, x), abs((-0.9542938492572934)))))-(tan(exp(abs((y/x)), 2))+(log(log((x+y)))/(sin(perlin_noise((log(lt(abs(sin((log(x)*(gt(x, gt((-x), perlin_noise((-0.710177201694616), y)))*cos(cos((-0.09640604183445234))))))), ((lt((x/0.11998810707817276), cos(x))-x)-(cos(x)+cos(y)))))*tan(log((log(sin(cos(y)))/gt((tan(x)/sin(y)), (-0.2388971699429583)))))), lt((perlin_noise(log((((x*y)+gt((-0.6749557216647823), x))/(gt((cos((-0.6830233787633264))+abs(cos(abs(log(((perlin_noise(exp(sin(y), 2), abs(y))+tan((-0.3913474744285186)))-perlin_noise(cos(log(exp(y, 2))), (exp((x-(-0.37970194757517284)), 2)/(tan(0.5570626769299483)+tan(x)))))))))), x)-tan(y)))), abs(perlin_noise(abs(log(0.5170815997023217)), log(gt(gt(log(abs((gt(exp(cos(abs((-0.755247444316222))), 2), tan(gt((-y), (-x))))/((-log(abs(y)))+gt(log(cos(y)), (abs(0.5295566923955211)+(0.26168108449259586*(-0.19221260319422817)))))))), (-0.17146688911733676)), (0.2850375661764897-(-0.9206595236345134)))))))/(tan(log(abs(sin((abs(x)-cos(cos(sin(0.8291067728588957))))))))*abs((-0.20829570440880607)))), tan(x))))+cos(y)))))))), log(tan(exp(cos(sin(exp(((sin(log(perlin_noise(abs(log(tan(cos(abs((x/x)))))), log((gt(log(exp(y, 2)), abs(perlin_noise(cos(sin(abs(lt(x, (-0.8621699341712328))))), ((-0.36474509014689893)/(-0.016830458884411925)))))-cos((-log(lt((-0.8996702220067501), (-0.91920259253699))))))))))/x)*(-sin(abs(lt(0.02766645636132803, x))))), 2))), 2)))))
2157.6354370117188
Run 7/10
   	      	                        fitness                        	                          size                         
   	      	-------------------------------------------------------	-------------------------------------------------------
gen	nevals	avg    	gen	max    	med    	min    	nevals	std    	avg    	gen	max	med	min	nevals	std    
0  	700   	51899.2	0  	91016.9	51356.5	18546.4	700   	13627.6	205.083	0  	966	148	21 	700   	172.591
1  	685   	44525.8	1  	78347.6	44326.1	18345.2	685   	11442.5	223.554	1  	987	163	20 	685   	183.667
2  	678   	38747.8	2  	71782.3	38510.4	18345.2	678   	9370.07	223.84 	2  	1020	167	20 	678   	175.123
3  	672   	34059.5	3  	72507  	32394.1	17019.2	672   	7905.74	225.97 	3  	1044	166.5	18 	672   	185.6  
4  	691   	30518.5	4  	75206.1	29729.7	14255.6	691   	6431.65	202.866	4  	1037	150  	13 	691   	171.13 
5  	670   	28007.7	5  	58298.2	27837.5	13194  	670   	5544.33	193.234	5  	1041	148  	13 	670   	163.538
6  	668   	26594.9	6  	58629.7	25724.6	12744.1	668   	5558.76	185.561	6  	1031	147  	8  	668   	140.247
7  	685   	25160.3	7  	73284.1	24127.3	12744.1	685   	5604.16	192.123	7  	676 	149  	12 	685   	136.89 
8  	677   	23551  	8  	59318.7	23120.5	12020  	677   	5099.03	204.619	8  	748 	164  	8  	677   	138.979
9  	670   	22249.8	9  	54956.6	22573.2	11947  	670   	5262.67	198.553	9  	763 	159.5	11 	670   	136.975
10 	670   	20866.6	10 	46903.9	21629.2	10600  	670   	5095.82	187.85 	10 	768 	156  	11 	670   	125.34 
11 	679   	19661.1	11 	82997.6	19107.7	10600  	679   	6748.26	185.679	11 	851 	160  	10 	679   	114.866
12 	675   	17788.4	12 	45983.4	16990.7	8612.09	675   	5378.54	189.224	12 	877 	166.5	6  	675   	117.028
13 	685   	16147  	13 	55325.8	13816.9	8612.09	685   	5312.49	191.929	13 	893 	170.5	9  	685   	114.732
14 	682   	15069.6	14 	48173.2	13479  	8202.46	682   	5238.16	197.057	14 	562 	182  	12 	682   	108.564
15 	679   	14072.2	15 	46044.5	13191.6	7597.78	679   	4369.6 	196.3  	15 	555 	186  	8  	679   	110.396
16 	673   	13706.1	16 	45983.4	12939  	7597.78	673   	4565.96	204.931	16 	574 	195  	9  	673   	114.688
17 	687   	13308.8	17 	45632.3	12391.7	6924.85	687   	4456.9 	210.836	17 	641 	201  	5  	687   	118.705
18 	680   	12907.7	18 	57468.6	11907.3	6542.17	680   	5253.54	213.696	18 	660 	207  	12 	680   	119.499
19 	670   	12577.9	19 	53633.8	11612.4	6478.2 	670   	4897   	225.414	19 	633 	220  	9  	670   	119.735
20 	674   	11916.2	20 	65755.7	11432.9	5875.85	674   	4163.69	230.926	20 	658 	226.5	9  	674   	124.218
21 	681   	12055.8	21 	64310.4	11232.1	5847.6 	681   	4955.99	242.823	21 	662 	238.5	10 	681   	132.523
22 	667   	11798  	22 	59037.9	10670.7	5690.79	667   	5430.82	245.739	22 	658 	229.5	6  	667   	131.198
23 	695   	11027.2	23 	43876.4	10385  	5335.01	695   	4099.64	257.477	23 	660 	241.5	14 	695   	137.106
24 	682   	10771.8	24 	44399.6	10217.7	5138.85	682   	4453.49	253.45 	24 	662 	229  	8  	682   	141.256
25 	671   	10403.2	25 	52775.7	10069.9	4966.68	671   	4674.59	245.707	25 	820 	210.5	12 	671   	139.203
26 	672   	9974.08	26 	51928.4	9474.03	4959.83	672   	4940.5 	243.49 	26 	655 	218.5	8  	672   	127.077
27 	686   	10028.2	27 	78525.3	8915.23	4825.23	686   	6032.65	240.98 	27 	655 	217.5	6  	686   	126.482
28 	681   	9578.47	28 	75426.2	8124.39	4409.86	681   	6235.51	249.331	28 	813 	226.5	5  	681   	134.147
29 	680   	8673.17	29 	80185.8	6973.24	4404.06	680   	5555.25	264.863	29 	740 	250.5	10 	680   	131.831
30 	669   	8151.42	30 	66024  	6590.71	4329.44	669   	4978.67	287.557	30 	775 	270.5	13 	669   	140.059
31 	674   	8239.75	31 	68247  	6026.9 	4290.98	674   	6479.21	287.886	31 	697 	278.5	12 	674   	140.762
32 	686   	7899.7 	32 	63285.6	5802.78	4290.98	686   	5526.4 	314.711	32 	847 	304  	25 	686   	145.881
33 	672   	7560.18	33 	60171  	5595.47	4290.98	672   	5909.08	323.056	33 	841 	311  	30 	672   	144.315
34 	675   	6885.61	34 	40291.4	5419.16	4154.83	675   	4686.77	337.18 	34 	988 	329  	13 	675   	146.307
35 	678   	6573.62	35 	38559.9	5263.52	4116.3 	678   	4035.72	337.691	35 	990 	338  	35 	678   	142.037
36 	676   	6605.27	36 	45735  	5165.37	3932.94	676   	4508.16	346.34 	36 	975 	349  	34 	676   	144.915
37 	679   	6594.89	37 	46934.8	5087.14	3889.78	679   	4894.63	356.55 	37 	978 	356  	37 	679   	152.454
38 	675   	6413.04	38 	39291.1	4984.61	3886.32	675   	4382.59	363.623	38 	965 	371.5	30 	675   	146.257
39 	679   	6368.24	39 	42134.1	4950.69	3886.32	679   	4743.49	365.396	39 	899 	376  	21 	679   	142.846
